#rttgamma,AimdCC-increase=1.0, decrease=2, rttalpha=0.15
3.000000000000000000e+00,1.431821542786980000e+00
3.100000000000000100e+00,9.843214226374899000e-01
3.200000000000000200e+00,9.657873975465840500e-01
3.299999999999999800e+00,1.570935760553759900e+00
3.399999999999999900e+00,1.208726442624242100e+00
3.500000000000000000e+00,6.452928740340020400e-01
3.600000000000000100e+00,9.805921492131959300e-01
3.700000000000000200e+00,5.907907846712600100e-01
3.799999999999999800e+00,8.535062276913481000e-01
3.899999999999999900e+00,4.359464779006559900e-01
4.000000000000000000e+00,4.459507100904919200e-01
4.099999999999999600e+00,3.950224924728860100e-01
4.200000000000000200e+00,3.972600512910100000e-01
4.299999999999999800e+00,2.788233973679820100e-01
4.400000000000000400e+00,2.444953744421000400e-01
4.500000000000000000e+00,2.118444579429540100e-01
4.599999999999999600e+00,2.204930916523807900e-01
4.700000000000000200e+00,1.883882322816277700e-01
4.799999999999999800e+00,2.591171995843907800e-01
4.900000000000000400e+00,1.203667151690770000e-01
5.000000000000000000e+00,1.852431879343693900e-01
