#Bucket,AimdCC-delay=50ms
8.250000000000000000e+02,5.552903315610969900e+03
8.260000000000000000e+02,5.664779965210780600e+03
8.270000000000000000e+02,5.772264803528180000e+03
8.280000000000000000e+02,5.877097451003110100e+03
8.290000000000000000e+02,4.781309518255900000e+03
8.300000000000000000e+02,4.365517380838559800e+03
8.310000000000000000e+02,4.460076305888740500e+03
8.320000000000000000e+02,4.577277051203970600e+03
8.330000000000000000e+02,4.711028318125199800e+03
8.340000000000000000e+02,4.837095178123459800e+03
8.350000000000000000e+02,4.953586943090250300e+03
8.360000000000000000e+02,5.071614423892669900e+03
8.370000000000000000e+02,5.183967575405919900e+03
8.380000000000000000e+02,5.300251334016060400e+03
8.390000000000000000e+02,5.094803591006018900e+03
8.400000000000000000e+02,3.954951857557590300e+03
8.410000000000000000e+02,4.058839448978639200e+03
8.420000000000000000e+02,4.160024290042309100e+03
8.430000000000000000e+02,4.258562526901089800e+03
8.440000000000000000e+02,4.355135595931689700e+03
8.450000000000000000e+02,4.449883399186639500e+03
8.460000000000000000e+02,4.563301083139410400e+03
8.470000000000000000e+02,4.697877306623480800e+03
8.480000000000000000e+02,4.822183321190909700e+03
8.490000000000000000e+02,4.940402443283240200e+03
8.500000000000000000e+02,5.063973322323589900e+03
8.510000000000000000e+02,5.181990983126480400e+03
8.520000000000000000e+02,5.292158097334900000e+03
8.530000000000000000e+02,5.405150349489029400e+03
8.540000000000000000e+02,5.518475676454470000e+03
8.550000000000000000e+02,5.617641529648350100e+03
8.560000000000000000e+02,5.723552118978190300e+03
8.570000000000000000e+02,5.832234745735750000e+03
8.580000000000000000e+02,4.416959926198209400e+03
8.590000000000000000e+02,4.345945824150490800e+03
8.600000000000000000e+02,4.441505238610870900e+03
8.610000000000000000e+02,4.537044696500999600e+03
8.620000000000000000e+02,4.656762521156459100e+03
8.630000000000000000e+02,4.785687785342340200e+03
8.640000000000000000e+02,4.903171104759359900e+03
8.650000000000000000e+02,5.017052154385830400e+03
8.660000000000000000e+02,5.127436628369289800e+03
8.670000000000000000e+02,5.233713590122160000e+03
8.680000000000000000e+02,5.344490061025140700e+03
8.690000000000000000e+02,5.460566520148700000e+03
8.700000000000000000e+02,5.566879763812849900e+03
8.710000000000000000e+02,5.670246310112549500e+03
8.720000000000000000e+02,5.775874213386799100e+03
8.730000000000000000e+02,5.883681008696679800e+03
8.740000000000000000e+02,5.467685702726969800e+03
8.750000000000000000e+02,4.362172209646601000e+03
8.760000000000000000e+02,4.457363665657369900e+03
8.770000000000000000e+02,4.570667321458160600e+03
8.780000000000000000e+02,3.764389544962639800e+03
8.790000000000000000e+02,3.485699555277920400e+03
8.800000000000000000e+02,3.599681634223509700e+03
8.810000000000000000e+02,3.707298794958680000e+03
8.820000000000000000e+02,3.814715117358480300e+03
8.830000000000000000e+02,3.909262352649539900e+03
8.840000000000000000e+02,4.013904070805550000e+03
8.850000000000000000e+02,4.115823273950989500e+03
8.860000000000000000e+02,4.215486631481939200e+03
8.870000000000000000e+02,4.312659960136569700e+03
8.880000000000000000e+02,4.403946536904969400e+03
8.890000000000000000e+02,4.501690729666139300e+03
8.900000000000000000e+02,4.629963447696770300e+03
8.910000000000000000e+02,4.621592240184019800e+03
8.920000000000000000e+02,3.502543504522160200e+03
8.930000000000000000e+02,3.615364781392560000e+03
8.940000000000000000e+02,3.729352254739950200e+03
8.950000000000000000e+02,3.839605676684930100e+03
8.960000000000000000e+02,3.945594081878119100e+03
8.970000000000000000e+02,4.049455160998240000e+03
8.980000000000000000e+02,3.791299810044880800e+03
8.990000000000000000e+02,3.062207260146150500e+03
9.000000000000000000e+02,3.195174096494559800e+03
9.010000000000000000e+02,3.323646568009619800e+03
9.020000000000000000e+02,3.447312683963659800e+03
9.030000000000000000e+02,3.561068310087949600e+03
9.040000000000000000e+02,3.675615975025070800e+03
9.050000000000000000e+02,3.787489731086630400e+03
9.060000000000000000e+02,3.896520807546000500e+03
9.070000000000000000e+02,4.002166374308570100e+03
9.080000000000000000e+02,4.105055010166479400e+03
9.090000000000000000e+02,4.205022289700799800e+03
9.100000000000000000e+02,4.302914696304859700e+03
9.110000000000000000e+02,4.398815529976009200e+03
9.120000000000000000e+02,4.495353114606699800e+03
9.130000000000000000e+02,3.569045692006369800e+03
9.140000000000000000e+02,3.430130385325269800e+03
9.150000000000000000e+02,3.548987324025260000e+03
9.160000000000000000e+02,3.663918592836769700e+03
9.170000000000000000e+02,3.775133543212739400e+03
9.180000000000000000e+02,3.880670876979309900e+03
9.190000000000000000e+02,3.982631778647580200e+03
9.200000000000000000e+02,4.085509323023389700e+03
9.210000000000000000e+02,4.186007164038150200e+03
9.220000000000000000e+02,4.284459206051870800e+03
9.230000000000000000e+02,4.380996675710221100e+03
9.240000000000000000e+02,4.475760789138750600e+03
9.250000000000000000e+02,4.588913655211230400e+03
9.260000000000000000e+02,4.718244854946799900e+03
9.270000000000000000e+02,4.848658978191710000e+03
9.280000000000000000e+02,4.972332524801160600e+03
9.290000000000000000e+02,5.090197560871848500e+03
9.300000000000000000e+02,3.875360299873130300e+03
9.310000000000000000e+02,3.837114456985279500e+03
9.320000000000000000e+02,3.933931664237049500e+03
9.330000000000000000e+02,4.038613894530919900e+03
9.340000000000000000e+02,4.140084093088190500e+03
9.350000000000000000e+02,4.228203506449791300e+03
9.360000000000000000e+02,4.322790955107129800e+03
9.370000000000000000e+02,4.418238487903600800e+03
9.380000000000000000e+02,4.513962583317070300e+03
9.390000000000000000e+02,4.641470572130630000e+03
9.400000000000000000e+02,4.773924211360599700e+03
9.410000000000000000e+02,4.899480612010160300e+03
9.420000000000000000e+02,5.025165333553561100e+03
9.430000000000000000e+02,5.147701262854960100e+03
9.440000000000000000e+02,5.259717711783068800e+03
9.450000000000000000e+02,5.365621440394070300e+03
9.460000000000000000e+02,5.479981338012679800e+03
9.470000000000000000e+02,5.586903736572179700e+03
9.480000000000000000e+02,5.690806990053929400e+03
9.490000000000000000e+02,5.797306025107170200e+03
9.500000000000000000e+02,5.901025580520830800e+03
9.510000000000000000e+02,6.001616210669801100e+03
9.520000000000000000e+02,6.129217657052830900e+03
9.530000000000000000e+02,6.258844373247829900e+03
9.540000000000000000e+02,5.390057229300269700e+03
9.550000000000000000e+02,3.362468242552659800e+03
9.560000000000000000e+02,3.473897516783049500e+03
9.570000000000000000e+02,3.591836965377599900e+03
9.580000000000000000e+02,3.706259487066449800e+03
9.590000000000000000e+02,3.817154411113939700e+03
9.600000000000000000e+02,3.920952935931100500e+03
9.610000000000000000e+02,4.025223396281520300e+03
9.620000000000000000e+02,4.127975154654729500e+03
9.630000000000000000e+02,4.226750355153069900e+03
9.640000000000000000e+02,4.320467577202350200e+03
9.650000000000000000e+02,4.416077639623958900e+03
9.660000000000000000e+02,4.254421360324990000e+03
9.670000000000000000e+02,3.334973210545950200e+03
9.680000000000000000e+02,3.457569995437209400e+03
9.690000000000000000e+02,3.576215845298759600e+03
9.700000000000000000e+02,3.691541152230929600e+03
9.710000000000000000e+02,3.800623617601409900e+03
9.720000000000000000e+02,3.906646239335380900e+03
9.730000000000000000e+02,4.012194826856140000e+03
9.740000000000000000e+02,3.996056947830490600e+03
9.750000000000000000e+02,3.016995624929049900e+03
9.760000000000000000e+02,3.146030502997809900e+03
9.770000000000000000e+02,3.272921654964599800e+03
9.780000000000000000e+02,3.001825737829120500e+03
9.790000000000000000e+02,2.506467493037099800e+03
9.800000000000000000e+02,2.588616497175360100e+03
9.810000000000000000e+02,2.668039756634650100e+03
9.820000000000000000e+02,2.744890380256640100e+03
9.830000000000000000e+02,2.819790308835060400e+03
9.840000000000000000e+02,2.892876667154329900e+03
9.850000000000000000e+02,2.964101003438679500e+03
9.860000000000000000e+02,3.053577395682450100e+03
9.870000000000000000e+02,2.906419779107899600e+03
9.880000000000000000e+02,2.360462806941200100e+03
9.890000000000000000e+02,2.446947745970289800e+03
9.900000000000000000e+02,2.530448072659670300e+03
9.910000000000000000e+02,2.611172799605649700e+03
9.920000000000000000e+02,1.939043844234719900e+03
9.930000000000000000e+02,2.043683845970660100e+03
9.940000000000000000e+02,2.142841304142620200e+03
9.950000000000000000e+02,2.237174084410819900e+03
9.960000000000000000e+02,2.327597398074160100e+03
9.970000000000000000e+02,2.415139087329720000e+03
9.980000000000000000e+02,2.499918489635500000e+03
9.990000000000000000e+02,2.582066550473930400e+03
1.000000000000000000e+03,0.000000000000000000e+00
