#Bucket,PerfectCC-
1.259000000000000000e+03,8.819200000000000000e+04
1.260000000000000000e+03,9.052400000000000000e+04
1.261000000000000000e+03,8.914600000000000000e+04
1.262000000000000000e+03,8.755600000000000000e+04
1.263000000000000000e+03,9.010000000000000000e+04
1.264000000000000000e+03,8.851000000000000000e+04
1.265000000000000000e+03,8.766200000000000000e+04
1.266000000000000000e+03,8.909300000000000000e+04
1.267000000000000000e+03,9.158400000000000000e+04
1.268000000000000000e+03,8.877500000000000000e+04
1.269000000000000000e+03,9.015300000000000000e+04
1.270000000000000000e+03,8.803300000000000000e+04
1.271000000000000000e+03,9.137200000000000000e+04
1.272000000000000000e+03,8.798000000000000000e+04
1.273000000000000000e+03,9.078900000000000000e+04
1.274000000000000000e+03,8.617800000000000000e+04
1.275000000000000000e+03,9.142500000000000000e+04
1.276000000000000000e+03,8.866900000000000000e+04
1.277000000000000000e+03,8.909300000000000000e+04
1.278000000000000000e+03,8.898700000000000000e+04
1.279000000000000000e+03,8.888100000000000000e+04
1.280000000000000000e+03,8.856300000000000000e+04
1.281000000000000000e+03,9.158400000000000000e+04
1.282000000000000000e+03,9.052400000000000000e+04
1.283000000000000000e+03,9.195500000000000000e+04
1.284000000000000000e+03,8.787400000000000000e+04
1.285000000000000000e+03,8.824500000000000000e+04
1.286000000000000000e+03,8.808600000000000000e+04
1.287000000000000000e+03,8.808600000000000000e+04
1.288000000000000000e+03,9.121300000000000000e+04
1.289000000000000000e+03,8.919900000000000000e+04
1.290000000000000000e+03,8.935800000000000000e+04
1.291000000000000000e+03,8.962300000000000000e+04
1.292000000000000000e+03,8.580700000000000000e+04
1.293000000000000000e+03,9.354500000000000000e+04
1.294000000000000000e+03,9.200800000000000000e+04
1.295000000000000000e+03,8.872200000000000000e+04
1.296000000000000000e+03,8.930500000000000000e+04
1.297000000000000000e+03,8.962300000000000000e+04
1.298000000000000000e+03,8.824500000000000000e+04
1.299000000000000000e+03,8.819200000000000000e+04
1.300000000000000000e+03,8.888100000000000000e+04
1.301000000000000000e+03,8.702600000000000000e+04
1.302000000000000000e+03,9.036500000000000000e+04
1.303000000000000000e+03,9.020600000000000000e+04
1.304000000000000000e+03,8.707900000000000000e+04
1.305000000000000000e+03,8.999400000000000000e+04
1.306000000000000000e+03,9.025900000000000000e+04
1.307000000000000000e+03,9.004700000000000000e+04
1.308000000000000000e+03,8.898700000000000000e+04
1.309000000000000000e+03,9.025900000000000000e+04
1.310000000000000000e+03,8.919900000000000000e+04
1.311000000000000000e+03,8.967600000000000000e+04
1.312000000000000000e+03,8.713200000000000000e+04
1.313000000000000000e+03,8.967600000000000000e+04
1.314000000000000000e+03,8.946400000000000000e+04
1.315000000000000000e+03,8.988800000000000000e+04
1.316000000000000000e+03,8.930500000000000000e+04
1.317000000000000000e+03,8.681400000000000000e+04
1.318000000000000000e+03,8.893400000000000000e+04
1.319000000000000000e+03,8.697300000000000000e+04
1.320000000000000000e+03,9.020600000000000000e+04
1.321000000000000000e+03,9.036500000000000000e+04
1.322000000000000000e+03,8.930500000000000000e+04
1.323000000000000000e+03,9.020600000000000000e+04
1.324000000000000000e+03,8.755600000000000000e+04
1.325000000000000000e+03,9.004700000000000000e+04
1.326000000000000000e+03,8.835100000000000000e+04
1.327000000000000000e+03,8.813900000000000000e+04
1.328000000000000000e+03,9.153100000000000000e+04
1.329000000000000000e+03,8.745000000000000000e+04
1.330000000000000000e+03,9.190200000000000000e+04
1.331000000000000000e+03,8.543600000000000000e+04
1.332000000000000000e+03,9.073600000000000000e+04
1.333000000000000000e+03,8.474700000000000000e+04
1.334000000000000000e+03,9.184900000000000000e+04
1.335000000000000000e+03,8.389900000000000000e+04
1.336000000000000000e+03,9.010000000000000000e+04
1.337000000000000000e+03,9.047100000000000000e+04
1.338000000000000000e+03,9.041800000000000000e+04
1.339000000000000000e+03,8.776800000000000000e+04
1.340000000000000000e+03,8.803300000000000000e+04
1.341000000000000000e+03,8.639000000000000000e+04
1.342000000000000000e+03,8.962300000000000000e+04
1.343000000000000000e+03,8.856300000000000000e+04
1.344000000000000000e+03,9.068300000000000000e+04
1.345000000000000000e+03,9.110700000000000000e+04
1.346000000000000000e+03,8.835100000000000000e+04
1.347000000000000000e+03,8.994100000000000000e+04
1.348000000000000000e+03,8.866900000000000000e+04
1.349000000000000000e+03,8.755600000000000000e+04
1.350000000000000000e+03,9.137200000000000000e+04
1.351000000000000000e+03,8.919900000000000000e+04
1.352000000000000000e+03,8.941100000000000000e+04
1.353000000000000000e+03,8.745000000000000000e+04
1.354000000000000000e+03,9.010000000000000000e+04
1.355000000000000000e+03,9.200800000000000000e+04
1.356000000000000000e+03,8.660200000000000000e+04
1.357000000000000000e+03,9.131900000000000000e+04
1.358000000000000000e+03,8.771500000000000000e+04
1.359000000000000000e+03,8.734400000000000000e+04
1.360000000000000000e+03,8.872200000000000000e+04
1.361000000000000000e+03,9.073600000000000000e+04
1.362000000000000000e+03,9.068300000000000000e+04
1.363000000000000000e+03,8.967600000000000000e+04
1.364000000000000000e+03,8.766200000000000000e+04
1.365000000000000000e+03,9.010000000000000000e+04
1.366000000000000000e+03,8.856300000000000000e+04
1.367000000000000000e+03,8.713200000000000000e+04
1.368000000000000000e+03,8.877500000000000000e+04
1.369000000000000000e+03,8.919900000000000000e+04
1.370000000000000000e+03,8.888100000000000000e+04
1.371000000000000000e+03,9.063000000000000000e+04
1.372000000000000000e+03,8.988800000000000000e+04
1.373000000000000000e+03,9.031200000000000000e+04
1.374000000000000000e+03,8.829800000000000000e+04
1.375000000000000000e+03,8.946400000000000000e+04
1.376000000000000000e+03,8.904000000000000000e+04
1.377000000000000000e+03,8.575400000000000000e+04
1.378000000000000000e+03,8.962300000000000000e+04
1.379000000000000000e+03,8.723800000000000000e+04
1.380000000000000000e+03,8.729100000000000000e+04
1.381000000000000000e+03,8.782100000000000000e+04
1.382000000000000000e+03,8.882800000000000000e+04
1.383000000000000000e+03,8.697300000000000000e+04
1.384000000000000000e+03,9.084200000000000000e+04
1.385000000000000000e+03,8.782100000000000000e+04
1.386000000000000000e+03,9.020600000000000000e+04
1.387000000000000000e+03,8.808600000000000000e+04
1.388000000000000000e+03,9.094800000000000000e+04
1.389000000000000000e+03,8.803300000000000000e+04
1.390000000000000000e+03,8.490600000000000000e+04
1.391000000000000000e+03,8.978200000000000000e+04
1.392000000000000000e+03,8.787400000000000000e+04
1.393000000000000000e+03,8.904000000000000000e+04
1.394000000000000000e+03,8.919900000000000000e+04
1.395000000000000000e+03,8.649600000000000000e+04
1.396000000000000000e+03,9.227300000000000000e+04
1.397000000000000000e+03,8.914600000000000000e+04
1.398000000000000000e+03,8.819200000000000000e+04
1.399000000000000000e+03,8.983500000000000000e+04
1.400000000000000000e+03,8.951700000000000000e+04
1.401000000000000000e+03,8.877500000000000000e+04
1.402000000000000000e+03,8.872200000000000000e+04
1.403000000000000000e+03,9.063000000000000000e+04
1.404000000000000000e+03,8.692000000000000000e+04
1.405000000000000000e+03,8.941100000000000000e+04
1.406000000000000000e+03,8.967600000000000000e+04
1.407000000000000000e+03,9.147800000000000000e+04
1.408000000000000000e+03,9.068300000000000000e+04
1.409000000000000000e+03,8.967600000000000000e+04
1.410000000000000000e+03,9.190200000000000000e+04
1.411000000000000000e+03,9.142500000000000000e+04
1.412000000000000000e+03,8.819200000000000000e+04
1.413000000000000000e+03,9.031200000000000000e+04
1.414000000000000000e+03,8.904000000000000000e+04
1.415000000000000000e+03,8.835100000000000000e+04
1.416000000000000000e+03,8.941100000000000000e+04
1.417000000000000000e+03,8.840400000000000000e+04
1.418000000000000000e+03,8.951700000000000000e+04
1.419000000000000000e+03,8.983500000000000000e+04
1.420000000000000000e+03,8.649600000000000000e+04
1.421000000000000000e+03,8.946400000000000000e+04
1.422000000000000000e+03,8.766200000000000000e+04
1.423000000000000000e+03,9.031200000000000000e+04
1.424000000000000000e+03,8.866900000000000000e+04
1.425000000000000000e+03,8.882800000000000000e+04
1.426000000000000000e+03,8.861600000000000000e+04
1.427000000000000000e+03,8.813900000000000000e+04
1.428000000000000000e+03,8.888100000000000000e+04
1.429000000000000000e+03,8.951700000000000000e+04
1.430000000000000000e+03,8.760900000000000000e+04
1.431000000000000000e+03,9.200800000000000000e+04
1.432000000000000000e+03,9.153100000000000000e+04
1.433000000000000000e+03,9.169000000000000000e+04
1.434000000000000000e+03,8.994100000000000000e+04
1.435000000000000000e+03,9.100100000000000000e+04
1.436000000000000000e+03,9.200800000000000000e+04
1.437000000000000000e+03,8.702600000000000000e+04
1.438000000000000000e+03,9.036500000000000000e+04
1.439000000000000000e+03,8.681400000000000000e+04
1.440000000000000000e+03,9.126600000000000000e+04
1.441000000000000000e+03,9.174300000000000000e+04
1.442000000000000000e+03,8.946400000000000000e+04
1.443000000000000000e+03,9.004700000000000000e+04
1.444000000000000000e+03,9.015300000000000000e+04
1.445000000000000000e+03,9.110700000000000000e+04
1.446000000000000000e+03,8.835100000000000000e+04
1.447000000000000000e+03,8.755600000000000000e+04
1.448000000000000000e+03,8.707900000000000000e+04
1.449000000000000000e+03,9.227300000000000000e+04
1.450000000000000000e+03,9.068300000000000000e+04
1.451000000000000000e+03,8.776800000000000000e+04
1.452000000000000000e+03,8.946400000000000000e+04
1.453000000000000000e+03,8.946400000000000000e+04
1.454000000000000000e+03,8.904000000000000000e+04
1.455000000000000000e+03,8.914600000000000000e+04
1.456000000000000000e+03,9.137200000000000000e+04
1.457000000000000000e+03,8.686700000000000000e+04
1.458000000000000000e+03,8.972900000000000000e+04
1.459000000000000000e+03,8.670800000000000000e+04
1.460000000000000000e+03,8.898700000000000000e+04
1.461000000000000000e+03,8.866900000000000000e+04
1.462000000000000000e+03,9.089500000000000000e+04
1.463000000000000000e+03,8.951700000000000000e+04
1.464000000000000000e+03,8.829800000000000000e+04
1.465000000000000000e+03,8.845700000000000000e+04
1.466000000000000000e+03,8.686700000000000000e+04
1.467000000000000000e+03,9.110700000000000000e+04
1.468000000000000000e+03,9.105400000000000000e+04
1.469000000000000000e+03,8.978200000000000000e+04
1.470000000000000000e+03,8.994100000000000000e+04
1.471000000000000000e+03,9.232600000000000000e+04
1.472000000000000000e+03,8.819200000000000000e+04
1.473000000000000000e+03,8.861600000000000000e+04
1.474000000000000000e+03,9.158400000000000000e+04
1.475000000000000000e+03,8.676100000000000000e+04
1.476000000000000000e+03,8.935800000000000000e+04
1.477000000000000000e+03,8.877500000000000000e+04
1.478000000000000000e+03,8.787400000000000000e+04
1.479000000000000000e+03,8.845700000000000000e+04
1.480000000000000000e+03,8.866900000000000000e+04
1.481000000000000000e+03,8.983500000000000000e+04
1.482000000000000000e+03,8.713200000000000000e+04
1.483000000000000000e+03,8.957000000000000000e+04
1.484000000000000000e+03,8.840400000000000000e+04
1.485000000000000000e+03,8.729100000000000000e+04
1.486000000000000000e+03,8.739700000000000000e+04
1.487000000000000000e+03,8.946400000000000000e+04
1.488000000000000000e+03,8.713200000000000000e+04
1.489000000000000000e+03,9.063000000000000000e+04
1.490000000000000000e+03,8.676100000000000000e+04
1.491000000000000000e+03,8.882800000000000000e+04
1.492000000000000000e+03,8.856300000000000000e+04
1.493000000000000000e+03,8.856300000000000000e+04
1.494000000000000000e+03,8.914600000000000000e+04
1.495000000000000000e+03,8.654900000000000000e+04
1.496000000000000000e+03,9.036500000000000000e+04
1.497000000000000000e+03,8.840400000000000000e+04
1.498000000000000000e+03,9.047100000000000000e+04
1.499000000000000000e+03,8.919900000000000000e+04
1.500000000000000000e+03,8.861600000000000000e+04
1.501000000000000000e+03,9.094800000000000000e+04
1.502000000000000000e+03,8.623100000000000000e+04
1.503000000000000000e+03,9.073600000000000000e+04
1.504000000000000000e+03,8.734400000000000000e+04
1.505000000000000000e+03,9.047100000000000000e+04
1.506000000000000000e+03,9.116000000000000000e+04
1.507000000000000000e+03,9.036500000000000000e+04
1.508000000000000000e+03,8.935800000000000000e+04
1.509000000000000000e+03,9.036500000000000000e+04
1.510000000000000000e+03,8.888100000000000000e+04
1.511000000000000000e+03,9.116000000000000000e+04
1.512000000000000000e+03,9.052400000000000000e+04
1.513000000000000000e+03,8.919900000000000000e+04
1.514000000000000000e+03,8.866900000000000000e+04
1.515000000000000000e+03,9.089500000000000000e+04
1.516000000000000000e+03,8.909300000000000000e+04
1.517000000000000000e+03,9.078900000000000000e+04
1.518000000000000000e+03,8.702600000000000000e+04
1.519000000000000000e+03,8.904000000000000000e+04
1.520000000000000000e+03,8.919900000000000000e+04
1.521000000000000000e+03,8.941100000000000000e+04
1.522000000000000000e+03,8.856300000000000000e+04
1.523000000000000000e+03,8.988800000000000000e+04
1.524000000000000000e+03,8.925200000000000000e+04
1.525000000000000000e+03,9.084200000000000000e+04
1.526000000000000000e+03,8.930500000000000000e+04
1.527000000000000000e+03,8.941100000000000000e+04
1.528000000000000000e+03,8.697300000000000000e+04
1.529000000000000000e+03,8.766200000000000000e+04
1.530000000000000000e+03,8.983500000000000000e+04
1.531000000000000000e+03,8.723800000000000000e+04
1.532000000000000000e+03,8.957000000000000000e+04
1.533000000000000000e+03,8.925200000000000000e+04
1.534000000000000000e+03,8.829800000000000000e+04
1.535000000000000000e+03,8.559500000000000000e+04
1.536000000000000000e+03,8.829800000000000000e+04
1.537000000000000000e+03,8.829800000000000000e+04
1.538000000000000000e+03,9.100100000000000000e+04
1.539000000000000000e+03,8.872200000000000000e+04
1.540000000000000000e+03,8.681400000000000000e+04
1.541000000000000000e+03,9.020600000000000000e+04
1.542000000000000000e+03,8.967600000000000000e+04
1.543000000000000000e+03,8.851000000000000000e+04
1.544000000000000000e+03,8.729100000000000000e+04
1.545000000000000000e+03,8.904000000000000000e+04
1.546000000000000000e+03,8.856300000000000000e+04
1.547000000000000000e+03,9.073600000000000000e+04
1.548000000000000000e+03,9.089500000000000000e+04
1.549000000000000000e+03,9.094800000000000000e+04
1.550000000000000000e+03,9.253800000000000000e+04
1.551000000000000000e+03,8.930500000000000000e+04
1.552000000000000000e+03,8.930500000000000000e+04
1.553000000000000000e+03,9.285600000000000000e+04
1.554000000000000000e+03,8.951700000000000000e+04
1.555000000000000000e+03,9.094800000000000000e+04
1.556000000000000000e+03,9.206100000000000000e+04
1.557000000000000000e+03,9.169000000000000000e+04
1.558000000000000000e+03,8.935800000000000000e+04
1.559000000000000000e+03,8.686700000000000000e+04
1.560000000000000000e+03,9.015300000000000000e+04
1.561000000000000000e+03,8.904000000000000000e+04
1.562000000000000000e+03,8.723800000000000000e+04
1.563000000000000000e+03,8.866900000000000000e+04
1.564000000000000000e+03,8.760900000000000000e+04
1.565000000000000000e+03,8.734400000000000000e+04
1.566000000000000000e+03,9.025900000000000000e+04
1.567000000000000000e+03,8.517100000000000000e+04
1.568000000000000000e+03,8.893400000000000000e+04
1.569000000000000000e+03,9.116000000000000000e+04
1.570000000000000000e+03,9.047100000000000000e+04
1.571000000000000000e+03,8.972900000000000000e+04
1.572000000000000000e+03,8.866900000000000000e+04
1.573000000000000000e+03,8.951700000000000000e+04
1.574000000000000000e+03,9.131900000000000000e+04
1.575000000000000000e+03,8.617800000000000000e+04
1.576000000000000000e+03,8.951700000000000000e+04
1.577000000000000000e+03,8.898700000000000000e+04
1.578000000000000000e+03,8.919900000000000000e+04
1.579000000000000000e+03,8.962300000000000000e+04
1.580000000000000000e+03,8.882800000000000000e+04
