#Bucket,BasicCC-
1.870000000000000000e+02,1.094900000000000000e+04
1.880000000000000000e+02,1.100300000000000000e+04
1.890000000000000000e+02,1.093600000000000000e+04
1.900000000000000000e+02,1.089900000000000000e+04
1.910000000000000000e+02,1.097800000000000000e+04
1.920000000000000000e+02,1.098000000000000000e+04
1.930000000000000000e+02,1.095500000000000000e+04
1.940000000000000000e+02,1.100700000000000000e+04
1.950000000000000000e+02,1.093500000000000000e+04
1.960000000000000000e+02,1.099600000000000000e+04
1.970000000000000000e+02,1.091000000000000000e+04
1.980000000000000000e+02,1.098100000000000000e+04
1.990000000000000000e+02,1.096400000000000000e+04
2.000000000000000000e+02,1.097900000000000000e+04
2.010000000000000000e+02,1.095400000000000000e+04
2.020000000000000000e+02,1.097700000000000000e+04
2.030000000000000000e+02,1.097200000000000000e+04
2.040000000000000000e+02,1.092700000000000000e+04
2.050000000000000000e+02,1.102800000000000000e+04
2.060000000000000000e+02,1.092400000000000000e+04
2.070000000000000000e+02,1.096000000000000000e+04
2.080000000000000000e+02,1.097700000000000000e+04
2.090000000000000000e+02,1.098600000000000000e+04
2.100000000000000000e+02,1.093400000000000000e+04
2.110000000000000000e+02,1.092700000000000000e+04
2.120000000000000000e+02,1.104700000000000000e+04
2.130000000000000000e+02,1.098000000000000000e+04
2.140000000000000000e+02,1.089300000000000000e+04
2.150000000000000000e+02,1.097100000000000000e+04
2.160000000000000000e+02,1.101100000000000000e+04
2.170000000000000000e+02,1.091500000000000000e+04
2.180000000000000000e+02,1.098100000000000000e+04
2.190000000000000000e+02,1.091700000000000000e+04
2.200000000000000000e+02,1.104000000000000000e+04
2.210000000000000000e+02,1.090400000000000000e+04
2.220000000000000000e+02,1.097500000000000000e+04
2.230000000000000000e+02,1.094400000000000000e+04
2.240000000000000000e+02,1.097300000000000000e+04
2.250000000000000000e+02,1.096400000000000000e+04
2.260000000000000000e+02,1.092700000000000000e+04
2.270000000000000000e+02,1.095600000000000000e+04
2.280000000000000000e+02,1.097600000000000000e+04
2.290000000000000000e+02,1.098200000000000000e+04
2.300000000000000000e+02,1.088200000000000000e+04
2.310000000000000000e+02,1.099100000000000000e+04
2.320000000000000000e+02,1.097300000000000000e+04
2.330000000000000000e+02,1.099200000000000000e+04
2.340000000000000000e+02,1.089000000000000000e+04
2.350000000000000000e+02,1.109900000000000000e+04
2.360000000000000000e+02,1.088200000000000000e+04
2.370000000000000000e+02,1.098800000000000000e+04
2.380000000000000000e+02,1.099000000000000000e+04
2.390000000000000000e+02,1.090100000000000000e+04
2.400000000000000000e+02,1.100100000000000000e+04
2.410000000000000000e+02,1.099600000000000000e+04
2.420000000000000000e+02,1.097400000000000000e+04
2.430000000000000000e+02,1.098100000000000000e+04
2.440000000000000000e+02,1.095500000000000000e+04
2.450000000000000000e+02,1.098700000000000000e+04
2.460000000000000000e+02,1.096800000000000000e+04
2.470000000000000000e+02,1.091500000000000000e+04
2.480000000000000000e+02,1.091800000000000000e+04
2.490000000000000000e+02,1.095700000000000000e+04
2.500000000000000000e+02,1.095400000000000000e+04
2.510000000000000000e+02,1.103300000000000000e+04
2.520000000000000000e+02,1.089700000000000000e+04
2.530000000000000000e+02,1.101600000000000000e+04
2.540000000000000000e+02,1.092200000000000000e+04
2.550000000000000000e+02,1.101600000000000000e+04
2.560000000000000000e+02,1.090300000000000000e+04
2.570000000000000000e+02,1.097600000000000000e+04
2.580000000000000000e+02,1.106000000000000000e+04
2.590000000000000000e+02,1.091200000000000000e+04
2.600000000000000000e+02,1.099600000000000000e+04
2.610000000000000000e+02,1.093200000000000000e+04
2.620000000000000000e+02,1.099300000000000000e+04
2.630000000000000000e+02,1.100700000000000000e+04
2.640000000000000000e+02,1.091100000000000000e+04
2.650000000000000000e+02,1.097500000000000000e+04
2.660000000000000000e+02,1.099400000000000000e+04
2.670000000000000000e+02,1.099500000000000000e+04
2.680000000000000000e+02,1.090400000000000000e+04
2.690000000000000000e+02,1.093900000000000000e+04
2.700000000000000000e+02,1.103400000000000000e+04
2.710000000000000000e+02,1.091500000000000000e+04
2.720000000000000000e+02,1.100900000000000000e+04
2.730000000000000000e+02,1.092500000000000000e+04
2.740000000000000000e+02,1.098300000000000000e+04
2.750000000000000000e+02,1.091400000000000000e+04
2.760000000000000000e+02,1.098900000000000000e+04
2.770000000000000000e+02,1.098900000000000000e+04
2.780000000000000000e+02,1.095600000000000000e+04
2.790000000000000000e+02,1.097100000000000000e+04
2.800000000000000000e+02,1.093900000000000000e+04
2.810000000000000000e+02,1.094200000000000000e+04
2.820000000000000000e+02,1.101300000000000000e+04
2.830000000000000000e+02,1.097800000000000000e+04
2.840000000000000000e+02,1.094900000000000000e+04
2.850000000000000000e+02,1.101100000000000000e+04
2.860000000000000000e+02,1.094500000000000000e+04
2.870000000000000000e+02,1.096300000000000000e+04
2.880000000000000000e+02,1.098800000000000000e+04
2.890000000000000000e+02,1.095300000000000000e+04
2.900000000000000000e+02,1.091400000000000000e+04
2.910000000000000000e+02,1.101200000000000000e+04
2.920000000000000000e+02,1.092600000000000000e+04
2.930000000000000000e+02,1.098200000000000000e+04
2.940000000000000000e+02,1.103900000000000000e+04
2.950000000000000000e+02,1.093000000000000000e+04
2.960000000000000000e+02,1.091400000000000000e+04
2.970000000000000000e+02,1.098700000000000000e+04
2.980000000000000000e+02,1.097900000000000000e+04
2.990000000000000000e+02,1.102200000000000000e+04
3.000000000000000000e+02,1.093900000000000000e+04
3.010000000000000000e+02,1.090000000000000000e+04
3.020000000000000000e+02,1.100900000000000000e+04
3.030000000000000000e+02,1.100800000000000000e+04
3.040000000000000000e+02,1.096600000000000000e+04
3.050000000000000000e+02,1.092000000000000000e+04
3.060000000000000000e+02,1.096300000000000000e+04
3.070000000000000000e+02,1.094300000000000000e+04
3.080000000000000000e+02,1.098700000000000000e+04
3.090000000000000000e+02,1.094800000000000000e+04
3.100000000000000000e+02,1.101500000000000000e+04
3.110000000000000000e+02,1.096900000000000000e+04
3.120000000000000000e+02,1.090900000000000000e+04
3.130000000000000000e+02,1.098900000000000000e+04
3.140000000000000000e+02,1.099000000000000000e+04
3.150000000000000000e+02,1.096300000000000000e+04
3.160000000000000000e+02,1.095600000000000000e+04
3.170000000000000000e+02,1.095600000000000000e+04
3.180000000000000000e+02,1.101000000000000000e+04
3.190000000000000000e+02,1.092900000000000000e+04
3.200000000000000000e+02,1.091500000000000000e+04
3.210000000000000000e+02,1.101700000000000000e+04
3.220000000000000000e+02,1.100500000000000000e+04
3.230000000000000000e+02,1.093700000000000000e+04
3.240000000000000000e+02,1.101200000000000000e+04
3.250000000000000000e+02,1.088000000000000000e+04
3.260000000000000000e+02,1.098200000000000000e+04
3.270000000000000000e+02,1.094000000000000000e+04
3.280000000000000000e+02,1.106000000000000000e+04
3.290000000000000000e+02,1.095400000000000000e+04
3.300000000000000000e+02,1.095100000000000000e+04
3.310000000000000000e+02,1.096600000000000000e+04
3.320000000000000000e+02,1.101300000000000000e+04
3.330000000000000000e+02,1.090700000000000000e+04
3.340000000000000000e+02,1.093500000000000000e+04
3.350000000000000000e+02,1.100300000000000000e+04
3.360000000000000000e+02,1.089900000000000000e+04
3.370000000000000000e+02,1.097400000000000000e+04
3.380000000000000000e+02,1.101600000000000000e+04
3.390000000000000000e+02,1.091000000000000000e+04
3.400000000000000000e+02,1.097400000000000000e+04
3.410000000000000000e+02,1.095600000000000000e+04
3.420000000000000000e+02,1.096400000000000000e+04
3.430000000000000000e+02,1.098400000000000000e+04
3.440000000000000000e+02,1.099100000000000000e+04
3.450000000000000000e+02,1.091700000000000000e+04
3.460000000000000000e+02,1.098600000000000000e+04
3.470000000000000000e+02,1.095200000000000000e+04
3.480000000000000000e+02,1.095500000000000000e+04
3.490000000000000000e+02,1.093500000000000000e+04
3.500000000000000000e+02,1.098600000000000000e+04
3.510000000000000000e+02,1.091000000000000000e+04
3.520000000000000000e+02,1.100800000000000000e+04
3.530000000000000000e+02,1.097600000000000000e+04
3.540000000000000000e+02,1.099800000000000000e+04
3.550000000000000000e+02,1.094700000000000000e+04
3.560000000000000000e+02,1.090300000000000000e+04
3.570000000000000000e+02,1.103300000000000000e+04
3.580000000000000000e+02,1.090700000000000000e+04
3.590000000000000000e+02,1.095400000000000000e+04
3.600000000000000000e+02,1.096800000000000000e+04
3.610000000000000000e+02,1.097200000000000000e+04
3.620000000000000000e+02,1.099200000000000000e+04
3.630000000000000000e+02,1.094000000000000000e+04
3.640000000000000000e+02,1.102100000000000000e+04
3.650000000000000000e+02,1.091800000000000000e+04
3.660000000000000000e+02,1.088400000000000000e+04
3.670000000000000000e+02,1.100900000000000000e+04
3.680000000000000000e+02,1.096800000000000000e+04
3.690000000000000000e+02,1.100300000000000000e+04
3.700000000000000000e+02,1.090800000000000000e+04
3.710000000000000000e+02,1.101000000000000000e+04
3.720000000000000000e+02,1.090700000000000000e+04
3.730000000000000000e+02,1.086800000000000000e+04
3.740000000000000000e+02,1.103200000000000000e+04
3.750000000000000000e+02,1.105100000000000000e+04
3.760000000000000000e+02,1.090800000000000000e+04
3.770000000000000000e+02,1.101100000000000000e+04
3.780000000000000000e+02,1.090000000000000000e+04
3.790000000000000000e+02,1.096800000000000000e+04
3.800000000000000000e+02,1.094300000000000000e+04
3.810000000000000000e+02,1.101900000000000000e+04
3.820000000000000000e+02,1.099200000000000000e+04
3.830000000000000000e+02,1.098700000000000000e+04
3.840000000000000000e+02,1.089800000000000000e+04
3.850000000000000000e+02,1.097000000000000000e+04
3.860000000000000000e+02,1.101700000000000000e+04
3.870000000000000000e+02,1.101400000000000000e+04
3.880000000000000000e+02,1.089400000000000000e+04
3.890000000000000000e+02,1.096000000000000000e+04
3.900000000000000000e+02,1.098900000000000000e+04
3.910000000000000000e+02,1.093600000000000000e+04
3.920000000000000000e+02,1.095700000000000000e+04
3.930000000000000000e+02,1.097000000000000000e+04
3.940000000000000000e+02,1.100100000000000000e+04
3.950000000000000000e+02,1.090700000000000000e+04
3.960000000000000000e+02,1.099700000000000000e+04
3.970000000000000000e+02,1.097100000000000000e+04
3.980000000000000000e+02,1.094200000000000000e+04
3.990000000000000000e+02,1.092800000000000000e+04
4.000000000000000000e+02,1.100500000000000000e+04
4.010000000000000000e+02,1.097600000000000000e+04
4.020000000000000000e+02,1.091500000000000000e+04
4.030000000000000000e+02,1.102800000000000000e+04
4.040000000000000000e+02,1.086700000000000000e+04
4.050000000000000000e+02,1.098800000000000000e+04
4.060000000000000000e+02,1.101500000000000000e+04
4.070000000000000000e+02,1.091800000000000000e+04
4.080000000000000000e+02,1.104800000000000000e+04
4.090000000000000000e+02,1.098800000000000000e+04
4.100000000000000000e+02,1.089400000000000000e+04
4.110000000000000000e+02,1.097700000000000000e+04
4.120000000000000000e+02,1.098900000000000000e+04
4.130000000000000000e+02,1.095600000000000000e+04
4.140000000000000000e+02,1.093800000000000000e+04
4.150000000000000000e+02,1.095700000000000000e+04
4.160000000000000000e+02,1.100900000000000000e+04
4.170000000000000000e+02,1.093700000000000000e+04
4.180000000000000000e+02,1.094800000000000000e+04
4.190000000000000000e+02,1.095000000000000000e+04
4.200000000000000000e+02,1.103500000000000000e+04
4.210000000000000000e+02,1.092200000000000000e+04
4.220000000000000000e+02,1.092000000000000000e+04
4.230000000000000000e+02,1.104000000000000000e+04
4.240000000000000000e+02,1.091300000000000000e+04
4.250000000000000000e+02,1.104800000000000000e+04
4.260000000000000000e+02,1.084400000000000000e+04
4.270000000000000000e+02,1.096900000000000000e+04
4.280000000000000000e+02,1.093300000000000000e+04
4.290000000000000000e+02,1.103600000000000000e+04
4.300000000000000000e+02,1.091200000000000000e+04
4.310000000000000000e+02,1.092700000000000000e+04
4.320000000000000000e+02,1.102900000000000000e+04
4.330000000000000000e+02,1.092700000000000000e+04
4.340000000000000000e+02,1.107600000000000000e+04
4.350000000000000000e+02,1.093500000000000000e+04
4.360000000000000000e+02,1.091800000000000000e+04
4.370000000000000000e+02,1.097800000000000000e+04
4.380000000000000000e+02,1.097300000000000000e+04
4.390000000000000000e+02,1.095100000000000000e+04
4.400000000000000000e+02,1.103100000000000000e+04
4.410000000000000000e+02,1.093200000000000000e+04
4.420000000000000000e+02,1.101300000000000000e+04
4.430000000000000000e+02,1.093100000000000000e+04
4.440000000000000000e+02,1.091700000000000000e+04
4.450000000000000000e+02,1.102900000000000000e+04
4.460000000000000000e+02,1.090800000000000000e+04
4.470000000000000000e+02,1.094300000000000000e+04
4.480000000000000000e+02,1.099400000000000000e+04
4.490000000000000000e+02,1.096500000000000000e+04
4.500000000000000000e+02,1.096900000000000000e+04
4.510000000000000000e+02,1.091100000000000000e+04
4.520000000000000000e+02,1.098400000000000000e+04
4.530000000000000000e+02,1.096700000000000000e+04
4.540000000000000000e+02,1.105500000000000000e+04
4.550000000000000000e+02,1.085700000000000000e+04
4.560000000000000000e+02,1.099800000000000000e+04
4.570000000000000000e+02,1.094400000000000000e+04
4.580000000000000000e+02,1.098100000000000000e+04
4.590000000000000000e+02,1.098900000000000000e+04
4.600000000000000000e+02,1.098000000000000000e+04
4.610000000000000000e+02,1.093900000000000000e+04
4.620000000000000000e+02,1.095000000000000000e+04
4.630000000000000000e+02,1.098700000000000000e+04
4.640000000000000000e+02,1.099000000000000000e+04
4.650000000000000000e+02,1.090100000000000000e+04
4.660000000000000000e+02,1.098100000000000000e+04
4.670000000000000000e+02,1.094400000000000000e+04
4.680000000000000000e+02,1.098000000000000000e+04
4.690000000000000000e+02,1.105100000000000000e+04
4.700000000000000000e+02,1.091300000000000000e+04
4.710000000000000000e+02,1.100800000000000000e+04
4.720000000000000000e+02,1.099600000000000000e+04
4.730000000000000000e+02,1.090000000000000000e+04
4.740000000000000000e+02,1.103400000000000000e+04
4.750000000000000000e+02,1.095900000000000000e+04
4.760000000000000000e+02,1.098300000000000000e+04
4.770000000000000000e+02,1.096100000000000000e+04
4.780000000000000000e+02,1.090300000000000000e+04
4.790000000000000000e+02,1.096300000000000000e+04
4.800000000000000000e+02,1.096700000000000000e+04
4.810000000000000000e+02,1.096200000000000000e+04
4.820000000000000000e+02,1.098700000000000000e+04
4.830000000000000000e+02,1.094600000000000000e+04
4.840000000000000000e+02,1.103100000000000000e+04
4.850000000000000000e+02,1.091700000000000000e+04
4.860000000000000000e+02,1.094300000000000000e+04
4.870000000000000000e+02,1.093800000000000000e+04
4.880000000000000000e+02,1.098500000000000000e+04
4.890000000000000000e+02,1.094600000000000000e+04
4.900000000000000000e+02,1.099400000000000000e+04
4.910000000000000000e+02,1.097600000000000000e+04
4.920000000000000000e+02,1.089300000000000000e+04
4.930000000000000000e+02,1.102400000000000000e+04
4.940000000000000000e+02,1.094700000000000000e+04
4.950000000000000000e+02,1.099700000000000000e+04
4.960000000000000000e+02,1.094100000000000000e+04
4.970000000000000000e+02,1.091800000000000000e+04
4.980000000000000000e+02,1.098300000000000000e+04
4.990000000000000000e+02,1.089200000000000000e+04
5.000000000000000000e+02,1.101200000000000000e+04
5.010000000000000000e+02,1.098800000000000000e+04
5.020000000000000000e+02,1.100500000000000000e+04
5.030000000000000000e+02,1.093500000000000000e+04
5.040000000000000000e+02,1.098300000000000000e+04
5.050000000000000000e+02,1.093800000000000000e+04
5.060000000000000000e+02,1.101900000000000000e+04
5.070000000000000000e+02,1.089100000000000000e+04
5.080000000000000000e+02,1.100400000000000000e+04
5.090000000000000000e+02,1.092000000000000000e+04
5.100000000000000000e+02,1.095000000000000000e+04
5.110000000000000000e+02,1.098300000000000000e+04
5.120000000000000000e+02,1.100500000000000000e+04
5.130000000000000000e+02,1.097700000000000000e+04
5.140000000000000000e+02,1.097900000000000000e+04
5.150000000000000000e+02,1.096100000000000000e+04
5.160000000000000000e+02,1.094500000000000000e+04
5.170000000000000000e+02,1.095500000000000000e+04
5.180000000000000000e+02,1.091100000000000000e+04
5.190000000000000000e+02,1.099100000000000000e+04
5.200000000000000000e+02,1.094800000000000000e+04
5.210000000000000000e+02,1.097400000000000000e+04
5.220000000000000000e+02,1.098300000000000000e+04
5.230000000000000000e+02,1.092200000000000000e+04
5.240000000000000000e+02,1.104800000000000000e+04
5.250000000000000000e+02,1.085900000000000000e+04
5.260000000000000000e+02,1.104700000000000000e+04
5.270000000000000000e+02,1.098200000000000000e+04
5.280000000000000000e+02,1.090500000000000000e+04
5.290000000000000000e+02,1.097300000000000000e+04
5.300000000000000000e+02,1.091100000000000000e+04
5.310000000000000000e+02,1.102400000000000000e+04
5.320000000000000000e+02,1.096900000000000000e+04
5.330000000000000000e+02,1.093000000000000000e+04
5.340000000000000000e+02,1.095500000000000000e+04
5.350000000000000000e+02,1.093200000000000000e+04
5.360000000000000000e+02,1.098900000000000000e+04
5.370000000000000000e+02,1.094600000000000000e+04
5.380000000000000000e+02,1.106600000000000000e+04
5.390000000000000000e+02,1.092000000000000000e+04
5.400000000000000000e+02,1.096600000000000000e+04
5.410000000000000000e+02,1.099500000000000000e+04
5.420000000000000000e+02,1.094200000000000000e+04
5.430000000000000000e+02,1.101500000000000000e+04
5.440000000000000000e+02,1.085500000000000000e+04
5.450000000000000000e+02,1.107900000000000000e+04
5.460000000000000000e+02,1.095000000000000000e+04
5.470000000000000000e+02,1.094600000000000000e+04
5.480000000000000000e+02,1.097800000000000000e+04
5.490000000000000000e+02,1.092800000000000000e+04
5.500000000000000000e+02,1.094400000000000000e+04
5.510000000000000000e+02,1.090900000000000000e+04
5.520000000000000000e+02,1.102200000000000000e+04
5.530000000000000000e+02,1.092300000000000000e+04
5.540000000000000000e+02,1.096600000000000000e+04
5.550000000000000000e+02,1.102700000000000000e+04
5.560000000000000000e+02,1.092900000000000000e+04
5.570000000000000000e+02,1.099600000000000000e+04
5.580000000000000000e+02,1.092800000000000000e+04
5.590000000000000000e+02,1.093800000000000000e+04
5.600000000000000000e+02,1.097000000000000000e+04
5.610000000000000000e+02,1.098700000000000000e+04
5.620000000000000000e+02,1.097900000000000000e+04
5.630000000000000000e+02,1.089800000000000000e+04
5.640000000000000000e+02,1.100500000000000000e+04
5.650000000000000000e+02,1.102400000000000000e+04
5.660000000000000000e+02,1.089400000000000000e+04
5.670000000000000000e+02,1.095200000000000000e+04
5.680000000000000000e+02,1.106400000000000000e+04
5.690000000000000000e+02,1.096500000000000000e+04
5.700000000000000000e+02,1.091300000000000000e+04
5.710000000000000000e+02,1.096400000000000000e+04
5.720000000000000000e+02,1.098300000000000000e+04
5.730000000000000000e+02,1.094600000000000000e+04
5.740000000000000000e+02,1.097400000000000000e+04
5.750000000000000000e+02,1.095800000000000000e+04
5.760000000000000000e+02,1.093300000000000000e+04
5.770000000000000000e+02,1.095600000000000000e+04
5.780000000000000000e+02,1.096600000000000000e+04
5.790000000000000000e+02,1.103000000000000000e+04
5.800000000000000000e+02,1.090600000000000000e+04
