#Bucket,BasicCC-
5.810000000000000000e+02,1.099500000000000000e+04
5.820000000000000000e+02,1.089900000000000000e+04
5.830000000000000000e+02,1.092400000000000000e+04
5.840000000000000000e+02,1.107600000000000000e+04
5.850000000000000000e+02,1.089800000000000000e+04
5.860000000000000000e+02,1.095500000000000000e+04
5.870000000000000000e+02,1.095300000000000000e+04
5.880000000000000000e+02,1.103300000000000000e+04
5.890000000000000000e+02,1.090000000000000000e+04
5.900000000000000000e+02,1.097400000000000000e+04
5.910000000000000000e+02,1.102400000000000000e+04
5.920000000000000000e+02,1.099500000000000000e+04
5.930000000000000000e+02,1.094600000000000000e+04
5.940000000000000000e+02,1.094300000000000000e+04
5.950000000000000000e+02,1.102400000000000000e+04
5.960000000000000000e+02,1.091400000000000000e+04
5.970000000000000000e+02,1.095500000000000000e+04
5.980000000000000000e+02,1.093300000000000000e+04
5.990000000000000000e+02,1.097800000000000000e+04
6.000000000000000000e+02,1.093000000000000000e+04
6.010000000000000000e+02,1.099300000000000000e+04
6.020000000000000000e+02,1.096900000000000000e+04
6.030000000000000000e+02,1.099300000000000000e+04
6.040000000000000000e+02,1.093600000000000000e+04
6.050000000000000000e+02,1.087700000000000000e+04
6.060000000000000000e+02,1.107200000000000000e+04
6.070000000000000000e+02,1.093900000000000000e+04
6.080000000000000000e+02,1.093700000000000000e+04
6.090000000000000000e+02,1.097200000000000000e+04
6.100000000000000000e+02,1.099300000000000000e+04
6.110000000000000000e+02,1.095200000000000000e+04
6.120000000000000000e+02,1.101800000000000000e+04
6.130000000000000000e+02,1.087900000000000000e+04
6.140000000000000000e+02,1.102200000000000000e+04
6.150000000000000000e+02,1.091200000000000000e+04
6.160000000000000000e+02,1.095900000000000000e+04
6.170000000000000000e+02,1.101100000000000000e+04
6.180000000000000000e+02,1.097200000000000000e+04
6.190000000000000000e+02,1.087900000000000000e+04
6.200000000000000000e+02,1.094300000000000000e+04
6.210000000000000000e+02,1.103800000000000000e+04
6.220000000000000000e+02,1.091400000000000000e+04
6.230000000000000000e+02,1.095800000000000000e+04
6.240000000000000000e+02,1.098400000000000000e+04
6.250000000000000000e+02,1.095400000000000000e+04
6.260000000000000000e+02,1.099300000000000000e+04
6.270000000000000000e+02,1.099100000000000000e+04
6.280000000000000000e+02,1.088100000000000000e+04
6.290000000000000000e+02,1.105000000000000000e+04
6.300000000000000000e+02,1.098900000000000000e+04
6.310000000000000000e+02,1.097000000000000000e+04
6.320000000000000000e+02,1.090500000000000000e+04
6.330000000000000000e+02,1.100400000000000000e+04
6.340000000000000000e+02,1.093200000000000000e+04
6.350000000000000000e+02,1.100500000000000000e+04
6.360000000000000000e+02,1.092700000000000000e+04
6.370000000000000000e+02,1.094700000000000000e+04
6.380000000000000000e+02,1.103400000000000000e+04
6.390000000000000000e+02,1.088000000000000000e+04
6.400000000000000000e+02,1.101800000000000000e+04
6.410000000000000000e+02,1.097200000000000000e+04
6.420000000000000000e+02,1.093200000000000000e+04
6.430000000000000000e+02,1.100200000000000000e+04
6.440000000000000000e+02,1.079500000000000000e+04
6.450000000000000000e+02,1.108500000000000000e+04
6.460000000000000000e+02,1.097600000000000000e+04
6.470000000000000000e+02,1.095200000000000000e+04
6.480000000000000000e+02,1.098100000000000000e+04
6.490000000000000000e+02,1.092800000000000000e+04
6.500000000000000000e+02,1.099300000000000000e+04
6.510000000000000000e+02,1.099500000000000000e+04
6.520000000000000000e+02,1.094100000000000000e+04
6.530000000000000000e+02,1.093000000000000000e+04
6.540000000000000000e+02,1.099200000000000000e+04
6.550000000000000000e+02,1.094800000000000000e+04
6.560000000000000000e+02,1.096300000000000000e+04
6.570000000000000000e+02,1.091800000000000000e+04
6.580000000000000000e+02,1.095000000000000000e+04
6.590000000000000000e+02,1.102800000000000000e+04
6.600000000000000000e+02,1.088800000000000000e+04
6.610000000000000000e+02,1.099800000000000000e+04
6.620000000000000000e+02,1.096000000000000000e+04
6.630000000000000000e+02,1.097000000000000000e+04
6.640000000000000000e+02,1.095800000000000000e+04
6.650000000000000000e+02,1.097600000000000000e+04
6.660000000000000000e+02,1.090700000000000000e+04
6.670000000000000000e+02,1.098500000000000000e+04
6.680000000000000000e+02,1.098500000000000000e+04
6.690000000000000000e+02,1.098200000000000000e+04
6.700000000000000000e+02,1.098100000000000000e+04
6.710000000000000000e+02,1.090400000000000000e+04
6.720000000000000000e+02,1.102300000000000000e+04
6.730000000000000000e+02,1.091700000000000000e+04
6.740000000000000000e+02,1.103600000000000000e+04
6.750000000000000000e+02,1.090100000000000000e+04
6.760000000000000000e+02,1.103900000000000000e+04
6.770000000000000000e+02,1.093000000000000000e+04
6.780000000000000000e+02,1.095100000000000000e+04
6.790000000000000000e+02,1.098200000000000000e+04
6.800000000000000000e+02,1.097900000000000000e+04
6.810000000000000000e+02,1.093900000000000000e+04
6.820000000000000000e+02,1.091800000000000000e+04
6.830000000000000000e+02,1.099300000000000000e+04
6.840000000000000000e+02,1.093900000000000000e+04
6.850000000000000000e+02,1.098600000000000000e+04
6.860000000000000000e+02,1.099600000000000000e+04
6.870000000000000000e+02,1.091600000000000000e+04
6.880000000000000000e+02,1.100600000000000000e+04
6.890000000000000000e+02,1.094200000000000000e+04
6.900000000000000000e+02,1.093000000000000000e+04
6.910000000000000000e+02,1.095000000000000000e+04
6.920000000000000000e+02,1.097400000000000000e+04
6.930000000000000000e+02,1.099400000000000000e+04
6.940000000000000000e+02,1.100700000000000000e+04
6.950000000000000000e+02,1.089700000000000000e+04
6.960000000000000000e+02,1.101500000000000000e+04
6.970000000000000000e+02,1.090500000000000000e+04
6.980000000000000000e+02,1.096400000000000000e+04
6.990000000000000000e+02,1.100300000000000000e+04
7.000000000000000000e+02,1.099100000000000000e+04
7.010000000000000000e+02,1.099300000000000000e+04
7.020000000000000000e+02,1.092000000000000000e+04
7.030000000000000000e+02,1.101600000000000000e+04
7.040000000000000000e+02,1.096300000000000000e+04
7.050000000000000000e+02,1.094800000000000000e+04
7.060000000000000000e+02,1.094900000000000000e+04
7.070000000000000000e+02,1.096100000000000000e+04
7.080000000000000000e+02,1.100900000000000000e+04
7.090000000000000000e+02,1.098800000000000000e+04
7.100000000000000000e+02,1.082700000000000000e+04
7.110000000000000000e+02,1.102400000000000000e+04
7.120000000000000000e+02,1.094500000000000000e+04
7.130000000000000000e+02,1.097900000000000000e+04
7.140000000000000000e+02,1.093900000000000000e+04
7.150000000000000000e+02,1.093700000000000000e+04
7.160000000000000000e+02,1.099500000000000000e+04
7.170000000000000000e+02,1.089800000000000000e+04
7.180000000000000000e+02,1.105600000000000000e+04
7.190000000000000000e+02,1.089100000000000000e+04
7.200000000000000000e+02,1.095200000000000000e+04
7.210000000000000000e+02,1.097700000000000000e+04
7.220000000000000000e+02,1.095900000000000000e+04
7.230000000000000000e+02,1.095900000000000000e+04
7.240000000000000000e+02,1.096300000000000000e+04
7.250000000000000000e+02,1.098700000000000000e+04
7.260000000000000000e+02,1.095500000000000000e+04
7.270000000000000000e+02,1.090900000000000000e+04
7.280000000000000000e+02,1.107700000000000000e+04
7.290000000000000000e+02,1.088100000000000000e+04
7.300000000000000000e+02,1.099400000000000000e+04
7.310000000000000000e+02,1.093200000000000000e+04
7.320000000000000000e+02,1.101900000000000000e+04
7.330000000000000000e+02,1.096300000000000000e+04
7.340000000000000000e+02,1.092600000000000000e+04
7.350000000000000000e+02,1.097300000000000000e+04
7.360000000000000000e+02,1.096000000000000000e+04
7.370000000000000000e+02,1.096100000000000000e+04
7.380000000000000000e+02,1.095500000000000000e+04
7.390000000000000000e+02,1.099200000000000000e+04
7.400000000000000000e+02,1.097200000000000000e+04
7.410000000000000000e+02,1.097800000000000000e+04
7.420000000000000000e+02,1.089600000000000000e+04
7.430000000000000000e+02,1.097800000000000000e+04
7.440000000000000000e+02,1.091400000000000000e+04
7.450000000000000000e+02,1.100400000000000000e+04
7.460000000000000000e+02,1.101400000000000000e+04
7.470000000000000000e+02,1.085700000000000000e+04
7.480000000000000000e+02,1.107400000000000000e+04
7.490000000000000000e+02,1.096300000000000000e+04
7.500000000000000000e+02,1.094000000000000000e+04
7.510000000000000000e+02,1.101300000000000000e+04
7.520000000000000000e+02,1.096100000000000000e+04
7.530000000000000000e+02,1.092000000000000000e+04
7.540000000000000000e+02,1.095800000000000000e+04
7.550000000000000000e+02,1.095000000000000000e+04
7.560000000000000000e+02,1.093900000000000000e+04
7.570000000000000000e+02,1.103200000000000000e+04
7.580000000000000000e+02,1.092900000000000000e+04
7.590000000000000000e+02,1.099900000000000000e+04
7.600000000000000000e+02,1.097500000000000000e+04
7.610000000000000000e+02,1.091700000000000000e+04
7.620000000000000000e+02,1.099800000000000000e+04
7.630000000000000000e+02,1.104400000000000000e+04
7.640000000000000000e+02,1.083700000000000000e+04
7.650000000000000000e+02,1.102800000000000000e+04
7.660000000000000000e+02,1.092400000000000000e+04
7.670000000000000000e+02,1.089500000000000000e+04
7.680000000000000000e+02,1.105000000000000000e+04
7.690000000000000000e+02,1.091600000000000000e+04
7.700000000000000000e+02,1.095500000000000000e+04
7.710000000000000000e+02,1.099900000000000000e+04
7.720000000000000000e+02,1.095200000000000000e+04
7.730000000000000000e+02,1.091400000000000000e+04
7.740000000000000000e+02,1.105900000000000000e+04
7.750000000000000000e+02,1.092500000000000000e+04
7.760000000000000000e+02,1.098100000000000000e+04
7.770000000000000000e+02,1.091200000000000000e+04
7.780000000000000000e+02,1.099200000000000000e+04
7.790000000000000000e+02,1.091500000000000000e+04
7.800000000000000000e+02,1.101700000000000000e+04
7.810000000000000000e+02,1.099300000000000000e+04
7.820000000000000000e+02,1.096100000000000000e+04
7.830000000000000000e+02,1.096800000000000000e+04
7.840000000000000000e+02,1.094800000000000000e+04
7.850000000000000000e+02,1.098300000000000000e+04
7.860000000000000000e+02,1.095000000000000000e+04
7.870000000000000000e+02,1.102300000000000000e+04
7.880000000000000000e+02,1.091900000000000000e+04
7.890000000000000000e+02,1.096100000000000000e+04
7.900000000000000000e+02,1.099300000000000000e+04
7.910000000000000000e+02,1.086600000000000000e+04
7.920000000000000000e+02,1.102600000000000000e+04
7.930000000000000000e+02,1.092500000000000000e+04
7.940000000000000000e+02,1.105800000000000000e+04
7.950000000000000000e+02,1.088000000000000000e+04
7.960000000000000000e+02,1.100700000000000000e+04
7.970000000000000000e+02,1.094000000000000000e+04
7.980000000000000000e+02,1.103700000000000000e+04
7.990000000000000000e+02,1.087600000000000000e+04
8.000000000000000000e+02,1.101700000000000000e+04
8.010000000000000000e+02,1.096600000000000000e+04
8.020000000000000000e+02,1.101400000000000000e+04
8.030000000000000000e+02,1.086500000000000000e+04
8.040000000000000000e+02,1.101100000000000000e+04
8.050000000000000000e+02,1.095600000000000000e+04
8.060000000000000000e+02,1.096900000000000000e+04
8.070000000000000000e+02,1.101400000000000000e+04
8.080000000000000000e+02,1.088200000000000000e+04
8.090000000000000000e+02,1.102700000000000000e+04
8.100000000000000000e+02,1.097600000000000000e+04
8.110000000000000000e+02,1.088200000000000000e+04
8.120000000000000000e+02,1.097200000000000000e+04
8.130000000000000000e+02,1.101500000000000000e+04
8.140000000000000000e+02,1.095700000000000000e+04
8.150000000000000000e+02,1.094500000000000000e+04
8.160000000000000000e+02,1.100700000000000000e+04
8.170000000000000000e+02,1.093000000000000000e+04
8.180000000000000000e+02,1.102200000000000000e+04
8.190000000000000000e+02,1.088700000000000000e+04
8.200000000000000000e+02,1.098300000000000000e+04
8.210000000000000000e+02,1.099600000000000000e+04
8.220000000000000000e+02,1.092000000000000000e+04
8.230000000000000000e+02,1.090400000000000000e+04
8.240000000000000000e+02,1.101200000000000000e+04
8.250000000000000000e+02,1.094700000000000000e+04
8.260000000000000000e+02,1.105300000000000000e+04
8.270000000000000000e+02,1.092200000000000000e+04
8.280000000000000000e+02,1.097000000000000000e+04
8.290000000000000000e+02,1.095500000000000000e+04
8.300000000000000000e+02,1.095300000000000000e+04
8.310000000000000000e+02,1.092800000000000000e+04
8.320000000000000000e+02,1.095400000000000000e+04
8.330000000000000000e+02,1.108800000000000000e+04
8.340000000000000000e+02,1.082600000000000000e+04
8.350000000000000000e+02,1.099200000000000000e+04
8.360000000000000000e+02,1.104100000000000000e+04
8.370000000000000000e+02,1.090300000000000000e+04
8.380000000000000000e+02,1.096900000000000000e+04
8.390000000000000000e+02,1.098300000000000000e+04
8.400000000000000000e+02,1.094800000000000000e+04
8.410000000000000000e+02,1.091800000000000000e+04
8.420000000000000000e+02,1.100000000000000000e+04
8.430000000000000000e+02,1.101500000000000000e+04
8.440000000000000000e+02,1.093400000000000000e+04
8.450000000000000000e+02,1.096000000000000000e+04
8.460000000000000000e+02,1.096300000000000000e+04
8.470000000000000000e+02,1.098800000000000000e+04
8.480000000000000000e+02,1.093600000000000000e+04
8.490000000000000000e+02,1.091500000000000000e+04
8.500000000000000000e+02,1.098300000000000000e+04
8.510000000000000000e+02,1.101300000000000000e+04
8.520000000000000000e+02,1.099000000000000000e+04
8.530000000000000000e+02,1.095600000000000000e+04
8.540000000000000000e+02,1.094700000000000000e+04
8.550000000000000000e+02,1.096200000000000000e+04
8.560000000000000000e+02,1.095700000000000000e+04
8.570000000000000000e+02,1.098300000000000000e+04
8.580000000000000000e+02,1.092400000000000000e+04
8.590000000000000000e+02,1.097000000000000000e+04
8.600000000000000000e+02,1.096500000000000000e+04
8.610000000000000000e+02,1.094800000000000000e+04
8.620000000000000000e+02,1.102200000000000000e+04
8.630000000000000000e+02,1.092600000000000000e+04
8.640000000000000000e+02,1.099400000000000000e+04
8.650000000000000000e+02,1.098700000000000000e+04
8.660000000000000000e+02,1.095200000000000000e+04
8.670000000000000000e+02,1.096400000000000000e+04
8.680000000000000000e+02,1.097900000000000000e+04
8.690000000000000000e+02,1.086200000000000000e+04
8.700000000000000000e+02,1.101500000000000000e+04
8.710000000000000000e+02,1.093200000000000000e+04
8.720000000000000000e+02,1.105800000000000000e+04
8.730000000000000000e+02,1.099100000000000000e+04
8.740000000000000000e+02,1.093800000000000000e+04
8.750000000000000000e+02,1.092700000000000000e+04
8.760000000000000000e+02,1.092400000000000000e+04
8.770000000000000000e+02,1.095600000000000000e+04
8.780000000000000000e+02,1.094300000000000000e+04
8.790000000000000000e+02,1.096800000000000000e+04
8.800000000000000000e+02,1.095500000000000000e+04
8.810000000000000000e+02,1.096300000000000000e+04
8.820000000000000000e+02,1.095400000000000000e+04
8.830000000000000000e+02,1.100400000000000000e+04
8.840000000000000000e+02,1.097600000000000000e+04
8.850000000000000000e+02,1.089400000000000000e+04
8.860000000000000000e+02,1.100100000000000000e+04
8.870000000000000000e+02,1.093800000000000000e+04
8.880000000000000000e+02,1.100000000000000000e+04
8.890000000000000000e+02,1.096200000000000000e+04
8.900000000000000000e+02,1.097400000000000000e+04
8.910000000000000000e+02,1.092000000000000000e+04
8.920000000000000000e+02,1.099700000000000000e+04
8.930000000000000000e+02,1.096600000000000000e+04
8.940000000000000000e+02,1.094300000000000000e+04
8.950000000000000000e+02,1.099500000000000000e+04
8.960000000000000000e+02,1.097600000000000000e+04
8.970000000000000000e+02,1.090200000000000000e+04
8.980000000000000000e+02,1.097800000000000000e+04
8.990000000000000000e+02,1.091300000000000000e+04
9.000000000000000000e+02,1.099600000000000000e+04
9.010000000000000000e+02,1.099800000000000000e+04
9.020000000000000000e+02,1.101900000000000000e+04
9.030000000000000000e+02,1.092800000000000000e+04
9.040000000000000000e+02,1.095800000000000000e+04
9.050000000000000000e+02,1.099300000000000000e+04
9.060000000000000000e+02,1.095400000000000000e+04
9.070000000000000000e+02,1.095000000000000000e+04
9.080000000000000000e+02,1.090100000000000000e+04
9.090000000000000000e+02,1.103300000000000000e+04
9.100000000000000000e+02,1.090700000000000000e+04
9.110000000000000000e+02,1.099500000000000000e+04
9.120000000000000000e+02,1.096000000000000000e+04
9.130000000000000000e+02,1.093000000000000000e+04
9.140000000000000000e+02,1.099200000000000000e+04
9.150000000000000000e+02,1.093500000000000000e+04
9.160000000000000000e+02,1.092800000000000000e+04
9.170000000000000000e+02,1.101500000000000000e+04
9.180000000000000000e+02,1.094000000000000000e+04
9.190000000000000000e+02,1.094200000000000000e+04
9.200000000000000000e+02,1.098600000000000000e+04
9.210000000000000000e+02,1.098400000000000000e+04
9.220000000000000000e+02,1.091900000000000000e+04
9.230000000000000000e+02,1.102500000000000000e+04
9.240000000000000000e+02,1.092400000000000000e+04
9.250000000000000000e+02,1.101800000000000000e+04
9.260000000000000000e+02,1.097500000000000000e+04
9.270000000000000000e+02,1.097100000000000000e+04
9.280000000000000000e+02,1.093200000000000000e+04
9.290000000000000000e+02,1.096400000000000000e+04
9.300000000000000000e+02,1.099600000000000000e+04
9.310000000000000000e+02,1.092300000000000000e+04
9.320000000000000000e+02,1.098300000000000000e+04
9.330000000000000000e+02,1.098900000000000000e+04
9.340000000000000000e+02,1.094200000000000000e+04
9.350000000000000000e+02,1.096800000000000000e+04
9.360000000000000000e+02,1.099100000000000000e+04
9.370000000000000000e+02,1.093700000000000000e+04
9.380000000000000000e+02,1.092900000000000000e+04
9.390000000000000000e+02,1.105700000000000000e+04
9.400000000000000000e+02,1.086900000000000000e+04
9.410000000000000000e+02,1.094200000000000000e+04
9.420000000000000000e+02,1.097000000000000000e+04
9.430000000000000000e+02,1.093500000000000000e+04
9.440000000000000000e+02,1.104900000000000000e+04
9.450000000000000000e+02,1.095700000000000000e+04
9.460000000000000000e+02,1.095900000000000000e+04
9.470000000000000000e+02,1.095300000000000000e+04
9.480000000000000000e+02,1.095700000000000000e+04
9.490000000000000000e+02,1.095500000000000000e+04
9.500000000000000000e+02,1.097900000000000000e+04
9.510000000000000000e+02,1.099500000000000000e+04
9.520000000000000000e+02,1.098000000000000000e+04
9.530000000000000000e+02,1.096900000000000000e+04
9.540000000000000000e+02,1.089500000000000000e+04
9.550000000000000000e+02,1.095900000000000000e+04
9.560000000000000000e+02,1.100100000000000000e+04
9.570000000000000000e+02,1.090500000000000000e+04
9.580000000000000000e+02,1.094300000000000000e+04
9.590000000000000000e+02,1.093000000000000000e+04
9.600000000000000000e+02,1.099500000000000000e+04
9.610000000000000000e+02,1.098400000000000000e+04
9.620000000000000000e+02,1.094400000000000000e+04
9.630000000000000000e+02,1.099600000000000000e+04
9.640000000000000000e+02,1.094800000000000000e+04
9.650000000000000000e+02,1.101800000000000000e+04
9.660000000000000000e+02,1.094500000000000000e+04
9.670000000000000000e+02,1.101700000000000000e+04
9.680000000000000000e+02,1.093800000000000000e+04
9.690000000000000000e+02,1.098600000000000000e+04
9.700000000000000000e+02,1.093200000000000000e+04
9.710000000000000000e+02,1.100500000000000000e+04
9.720000000000000000e+02,1.087200000000000000e+04
9.730000000000000000e+02,1.101800000000000000e+04
9.740000000000000000e+02,1.096800000000000000e+04
9.750000000000000000e+02,1.092000000000000000e+04
9.760000000000000000e+02,1.103500000000000000e+04
9.770000000000000000e+02,1.097100000000000000e+04
9.780000000000000000e+02,1.093300000000000000e+04
9.790000000000000000e+02,1.101500000000000000e+04
9.800000000000000000e+02,1.092700000000000000e+04
9.810000000000000000e+02,1.099700000000000000e+04
9.820000000000000000e+02,1.091700000000000000e+04
9.830000000000000000e+02,1.089400000000000000e+04
9.840000000000000000e+02,1.110200000000000000e+04
9.850000000000000000e+02,1.090300000000000000e+04
9.860000000000000000e+02,1.090700000000000000e+04
9.870000000000000000e+02,1.100600000000000000e+04
9.880000000000000000e+02,1.096200000000000000e+04
9.890000000000000000e+02,1.096500000000000000e+04
9.900000000000000000e+02,1.094400000000000000e+04
9.910000000000000000e+02,1.097100000000000000e+04
9.920000000000000000e+02,1.097300000000000000e+04
9.930000000000000000e+02,1.096200000000000000e+04
9.940000000000000000e+02,1.091200000000000000e+04
9.950000000000000000e+02,1.100100000000000000e+04
9.960000000000000000e+02,1.101200000000000000e+04
9.970000000000000000e+02,1.094700000000000000e+04
9.980000000000000000e+02,1.093800000000000000e+04
9.990000000000000000e+02,1.100600000000000000e+04
1.000000000000000000e+03,0.000000000000000000e+00
