Bucket,Value
14.5,1786.1
44.5,4178.17
74.5,3975
104.5,4102.2
134.5,4105.73
164.5,4123.4
194.5,4197.6
224.5,4194.07
254.5,3925.53
284.5,4029.77
314.5,3934.37
344.5,4195.83
374.5,4128.7
404.5,4065.1
434.5,4141.07
464.5,3953.8
494.5,4100.43
524.5,4077.47
554.5,4107.5
584.5,4151.67
614.5,4114.57
644.5,4187
674.5,4126.93
704.5,4084.53
734.5,4172.87
764.5,4084.53
794.5,4015.63
824.5,4126.93
854.5,4089.83
884.5,4202.9
914.5,4065.1
944.5,4204.67
974.5,4020.93
