#Bucket,QLearnCC-
1.014700000000000000e+04,7.900000000000000000e+01
1.014800000000000000e+04,8.400000000000000000e+01
1.014900000000000000e+04,9.300000000000000000e+01
1.015000000000000000e+04,7.600000000000000000e+01
1.015100000000000000e+04,7.100000000000000000e+01
1.015200000000000000e+04,8.000000000000000000e+01
1.015300000000000000e+04,7.400000000000000000e+01
1.015400000000000000e+04,7.900000000000000000e+01
1.015500000000000000e+04,7.600000000000000000e+01
1.015600000000000000e+04,7.600000000000000000e+01
1.015700000000000000e+04,5.800000000000000000e+01
1.015800000000000000e+04,6.700000000000000000e+01
1.015900000000000000e+04,7.900000000000000000e+01
1.016000000000000000e+04,6.200000000000000000e+01
1.016100000000000000e+04,6.900000000000000000e+01
1.016200000000000000e+04,5.000000000000000000e+01
1.016300000000000000e+04,5.600000000000000000e+01
1.016400000000000000e+04,8.100000000000000000e+01
1.016500000000000000e+04,8.100000000000000000e+01
1.016600000000000000e+04,6.500000000000000000e+01
1.016700000000000000e+04,6.700000000000000000e+01
1.016800000000000000e+04,6.900000000000000000e+01
1.016900000000000000e+04,6.400000000000000000e+01
1.017000000000000000e+04,6.000000000000000000e+01
1.017100000000000000e+04,4.200000000000000000e+01
1.017200000000000000e+04,6.800000000000000000e+01
1.017300000000000000e+04,6.800000000000000000e+01
1.017400000000000000e+04,5.300000000000000000e+01
1.017500000000000000e+04,7.300000000000000000e+01
1.017600000000000000e+04,4.900000000000000000e+01
1.017700000000000000e+04,4.800000000000000000e+01
1.017800000000000000e+04,6.200000000000000000e+01
1.017900000000000000e+04,5.800000000000000000e+01
1.018000000000000000e+04,2.700000000000000000e+01
1.018100000000000000e+04,5.000000000000000000e+01
1.018200000000000000e+04,5.400000000000000000e+01
1.018300000000000000e+04,6.000000000000000000e+01
1.018400000000000000e+04,3.600000000000000000e+01
1.018500000000000000e+04,3.800000000000000000e+01
1.018600000000000000e+04,4.800000000000000000e+01
1.018700000000000000e+04,4.100000000000000000e+01
1.018800000000000000e+04,5.200000000000000000e+01
1.018900000000000000e+04,4.300000000000000000e+01
1.019000000000000000e+04,4.800000000000000000e+01
1.019100000000000000e+04,5.100000000000000000e+01
1.019200000000000000e+04,4.300000000000000000e+01
1.019300000000000000e+04,2.700000000000000000e+01
1.019400000000000000e+04,3.900000000000000000e+01
1.019500000000000000e+04,5.700000000000000000e+01
1.019600000000000000e+04,4.200000000000000000e+01
1.019700000000000000e+04,3.500000000000000000e+01
1.019800000000000000e+04,4.500000000000000000e+01
1.019900000000000000e+04,3.600000000000000000e+01
1.020000000000000000e+04,2.100000000000000000e+01
1.020100000000000000e+04,3.600000000000000000e+01
1.020200000000000000e+04,3.800000000000000000e+01
1.020300000000000000e+04,2.900000000000000000e+01
1.020400000000000000e+04,2.400000000000000000e+01
1.020500000000000000e+04,4.200000000000000000e+01
1.020600000000000000e+04,3.400000000000000000e+01
1.020700000000000000e+04,3.800000000000000000e+01
1.020800000000000000e+04,3.600000000000000000e+01
1.020900000000000000e+04,2.500000000000000000e+01
1.021000000000000000e+04,1.700000000000000000e+01
1.021100000000000000e+04,3.700000000000000000e+01
1.021200000000000000e+04,3.900000000000000000e+01
1.021300000000000000e+04,2.500000000000000000e+01
1.021400000000000000e+04,2.500000000000000000e+01
1.021500000000000000e+04,1.800000000000000000e+01
1.021600000000000000e+04,2.500000000000000000e+01
1.021700000000000000e+04,3.800000000000000000e+01
1.021800000000000000e+04,2.200000000000000000e+01
1.021900000000000000e+04,3.500000000000000000e+01
1.022000000000000000e+04,2.800000000000000000e+01
1.022100000000000000e+04,3.500000000000000000e+01
1.022200000000000000e+04,3.400000000000000000e+01
1.022300000000000000e+04,3.900000000000000000e+01
1.022400000000000000e+04,2.800000000000000000e+01
1.022500000000000000e+04,3.000000000000000000e+01
1.022600000000000000e+04,2.700000000000000000e+01
1.022700000000000000e+04,2.000000000000000000e+01
1.022800000000000000e+04,4.000000000000000000e+01
1.022900000000000000e+04,3.000000000000000000e+01
1.023000000000000000e+04,3.800000000000000000e+01
1.023100000000000000e+04,3.400000000000000000e+01
1.023200000000000000e+04,2.800000000000000000e+01
1.023300000000000000e+04,1.600000000000000000e+01
1.023400000000000000e+04,1.700000000000000000e+01
1.023500000000000000e+04,4.000000000000000000e+01
1.023600000000000000e+04,1.800000000000000000e+01
1.023700000000000000e+04,2.800000000000000000e+01
1.023800000000000000e+04,3.900000000000000000e+01
1.023900000000000000e+04,2.100000000000000000e+01
1.024000000000000000e+04,2.600000000000000000e+01
1.024100000000000000e+04,2.800000000000000000e+01
1.024200000000000000e+04,2.300000000000000000e+01
1.024300000000000000e+04,2.500000000000000000e+01
1.024400000000000000e+04,1.600000000000000000e+01
1.024500000000000000e+04,3.000000000000000000e+01
1.024600000000000000e+04,1.100000000000000000e+01
1.024700000000000000e+04,1.300000000000000000e+01
1.024800000000000000e+04,8.000000000000000000e+00
1.024900000000000000e+04,2.500000000000000000e+01
1.025000000000000000e+04,1.600000000000000000e+01
1.025100000000000000e+04,1.600000000000000000e+01
1.025200000000000000e+04,9.000000000000000000e+00
1.025300000000000000e+04,2.200000000000000000e+01
1.025400000000000000e+04,1.500000000000000000e+01
1.025500000000000000e+04,1.600000000000000000e+01
1.025600000000000000e+04,1.800000000000000000e+01
1.025700000000000000e+04,1.400000000000000000e+01
1.025800000000000000e+04,7.000000000000000000e+00
1.025900000000000000e+04,2.600000000000000000e+01
1.026000000000000000e+04,8.000000000000000000e+00
1.026100000000000000e+04,1.800000000000000000e+01
1.026200000000000000e+04,1.000000000000000000e+01
1.026300000000000000e+04,1.000000000000000000e+01
1.026400000000000000e+04,4.000000000000000000e+00
1.026500000000000000e+04,1.300000000000000000e+01
1.026600000000000000e+04,1.500000000000000000e+01
1.026700000000000000e+04,1.600000000000000000e+01
1.026800000000000000e+04,1.400000000000000000e+01
1.026900000000000000e+04,1.400000000000000000e+01
1.027000000000000000e+04,9.000000000000000000e+00
1.027100000000000000e+04,3.000000000000000000e+01
1.027200000000000000e+04,4.000000000000000000e+00
1.027300000000000000e+04,8.000000000000000000e+00
1.027400000000000000e+04,1.600000000000000000e+01
1.027500000000000000e+04,3.400000000000000000e+01
1.027600000000000000e+04,2.200000000000000000e+01
1.027700000000000000e+04,4.000000000000000000e+00
1.027800000000000000e+04,1.700000000000000000e+01
1.027900000000000000e+04,1.000000000000000000e+00
1.028000000000000000e+04,1.300000000000000000e+01
1.028100000000000000e+04,1.400000000000000000e+01
1.028200000000000000e+04,6.000000000000000000e+00
1.028300000000000000e+04,0.000000000000000000e+00
1.028400000000000000e+04,1.800000000000000000e+01
1.028500000000000000e+04,1.200000000000000000e+01
1.028600000000000000e+04,1.000000000000000000e+01
1.028700000000000000e+04,9.000000000000000000e+00
1.028800000000000000e+04,1.300000000000000000e+01
1.028900000000000000e+04,8.000000000000000000e+00
1.029000000000000000e+04,8.000000000000000000e+00
1.029100000000000000e+04,6.000000000000000000e+00
1.029200000000000000e+04,0.000000000000000000e+00
1.029300000000000000e+04,9.000000000000000000e+00
1.029400000000000000e+04,1.600000000000000000e+01
1.029500000000000000e+04,1.200000000000000000e+01
1.029600000000000000e+04,1.200000000000000000e+01
1.029700000000000000e+04,2.200000000000000000e+01
1.029800000000000000e+04,6.000000000000000000e+00
1.029900000000000000e+04,7.000000000000000000e+00
1.030000000000000000e+04,7.000000000000000000e+00
1.030100000000000000e+04,2.100000000000000000e+01
1.030200000000000000e+04,8.000000000000000000e+00
1.030300000000000000e+04,5.000000000000000000e+00
1.030400000000000000e+04,3.000000000000000000e+00
1.030500000000000000e+04,1.700000000000000000e+01
1.030600000000000000e+04,0.000000000000000000e+00
1.030700000000000000e+04,1.700000000000000000e+01
1.030800000000000000e+04,6.000000000000000000e+00
1.030900000000000000e+04,5.000000000000000000e+00
1.031000000000000000e+04,1.500000000000000000e+01
1.031100000000000000e+04,1.000000000000000000e+00
1.031200000000000000e+04,1.000000000000000000e+01
1.031300000000000000e+04,1.400000000000000000e+01
1.031400000000000000e+04,1.200000000000000000e+01
1.031500000000000000e+04,2.200000000000000000e+01
1.031600000000000000e+04,1.000000000000000000e+01
1.031700000000000000e+04,1.600000000000000000e+01
1.031800000000000000e+04,9.000000000000000000e+00
1.031900000000000000e+04,5.000000000000000000e+00
1.032000000000000000e+04,1.500000000000000000e+01
1.032100000000000000e+04,9.000000000000000000e+00
1.032200000000000000e+04,4.000000000000000000e+00
1.032300000000000000e+04,1.100000000000000000e+01
1.032400000000000000e+04,5.000000000000000000e+00
1.032500000000000000e+04,5.000000000000000000e+00
1.032600000000000000e+04,0.000000000000000000e+00
1.032700000000000000e+04,2.000000000000000000e+00
1.032800000000000000e+04,1.700000000000000000e+01
1.032900000000000000e+04,1.600000000000000000e+01
1.033000000000000000e+04,1.100000000000000000e+01
1.033100000000000000e+04,1.000000000000000000e+00
1.033200000000000000e+04,8.000000000000000000e+00
1.033300000000000000e+04,1.000000000000000000e+00
1.033400000000000000e+04,1.200000000000000000e+01
1.033500000000000000e+04,9.000000000000000000e+00
1.033600000000000000e+04,1.600000000000000000e+01
1.033700000000000000e+04,3.000000000000000000e+00
1.033800000000000000e+04,0.000000000000000000e+00
1.033900000000000000e+04,0.000000000000000000e+00
1.034000000000000000e+04,6.000000000000000000e+00
1.034100000000000000e+04,5.000000000000000000e+00
1.034200000000000000e+04,1.100000000000000000e+01
1.034300000000000000e+04,7.000000000000000000e+00
1.034400000000000000e+04,1.600000000000000000e+01
1.034500000000000000e+04,1.000000000000000000e+01
1.034600000000000000e+04,1.400000000000000000e+01
1.034700000000000000e+04,1.000000000000000000e+01
1.034800000000000000e+04,1.000000000000000000e+00
1.034900000000000000e+04,7.000000000000000000e+00
1.035000000000000000e+04,1.000000000000000000e+00
1.035100000000000000e+04,2.000000000000000000e+00
1.035200000000000000e+04,7.000000000000000000e+00
1.035300000000000000e+04,6.000000000000000000e+00
1.035400000000000000e+04,0.000000000000000000e+00
1.035500000000000000e+04,1.000000000000000000e+00
1.035600000000000000e+04,1.400000000000000000e+01
1.035700000000000000e+04,1.300000000000000000e+01
1.035800000000000000e+04,4.000000000000000000e+00
1.035900000000000000e+04,1.200000000000000000e+01
1.036000000000000000e+04,6.000000000000000000e+00
1.036100000000000000e+04,1.300000000000000000e+01
1.036200000000000000e+04,5.000000000000000000e+00
1.036300000000000000e+04,1.400000000000000000e+01
1.036400000000000000e+04,1.000000000000000000e+01
1.036500000000000000e+04,1.000000000000000000e+01
1.036600000000000000e+04,1.400000000000000000e+01
1.036700000000000000e+04,4.000000000000000000e+00
1.036800000000000000e+04,1.300000000000000000e+01
1.036900000000000000e+04,3.000000000000000000e+00
1.037000000000000000e+04,1.400000000000000000e+01
1.037100000000000000e+04,1.800000000000000000e+01
1.037200000000000000e+04,1.300000000000000000e+01
1.037300000000000000e+04,2.500000000000000000e+01
1.037400000000000000e+04,1.300000000000000000e+01
1.037500000000000000e+04,1.000000000000000000e+01
1.037600000000000000e+04,5.000000000000000000e+00
1.037700000000000000e+04,9.000000000000000000e+00
1.037800000000000000e+04,8.000000000000000000e+00
1.037900000000000000e+04,9.000000000000000000e+00
1.038000000000000000e+04,1.000000000000000000e+01
1.038100000000000000e+04,6.000000000000000000e+00
1.038200000000000000e+04,1.800000000000000000e+01
1.038300000000000000e+04,1.500000000000000000e+01
1.038400000000000000e+04,1.000000000000000000e+01
1.038500000000000000e+04,4.000000000000000000e+00
1.038600000000000000e+04,1.700000000000000000e+01
1.038700000000000000e+04,9.000000000000000000e+00
1.038800000000000000e+04,2.900000000000000000e+01
1.038900000000000000e+04,1.200000000000000000e+01
1.039000000000000000e+04,1.400000000000000000e+01
1.039100000000000000e+04,1.300000000000000000e+01
1.039200000000000000e+04,1.300000000000000000e+01
1.039300000000000000e+04,1.600000000000000000e+01
1.039400000000000000e+04,2.900000000000000000e+01
1.039500000000000000e+04,1.300000000000000000e+01
1.039600000000000000e+04,2.400000000000000000e+01
1.039700000000000000e+04,1.700000000000000000e+01
1.039800000000000000e+04,1.700000000000000000e+01
1.039900000000000000e+04,1.500000000000000000e+01
1.040000000000000000e+04,1.200000000000000000e+01
