#Bucket,QLearnCC-
1.800000000000000000e+01,8.679497299999999800e+04,8.674462923022505100e+04,8.684531676977494500e+04
1.900000000000000000e+01,8.771961100000000400e+04,8.766416667657517200e+04,8.777505532342483600e+04
2.000000000000000000e+01,8.760783400000000300e+04,8.755185442660980300e+04,8.766381357339020200e+04
2.100000000000000000e+01,8.722565099999999800e+04,8.717798281571955900e+04,8.727331918428043700e+04
2.200000000000000000e+01,8.736308000000000200e+04,8.731221135870933400e+04,8.741394864129067000e+04
2.300000000000000000e+01,8.727329799999999500e+04,8.722234003327957200e+04,8.732425596672041900e+04
2.400000000000000000e+01,8.774409699999999400e+04,8.769173608088467200e+04,8.779645791911531700e+04
2.500000000000000000e+01,8.782582300000000400e+04,8.777494793950862400e+04,8.787669806049138400e+04
2.600000000000000000e+01,8.720588199999999800e+04,8.715348147873798700e+04,8.725828252126200800e+04
2.700000000000000000e+01,8.669501499999999900e+04,8.664167505429158300e+04,8.674835494570841500e+04
2.800000000000000000e+01,8.668028100000000300e+04,8.662785809415837900e+04,8.673270390584162700e+04
2.900000000000000000e+01,8.742805800000000500e+04,8.737840958396761600e+04,8.747770641603239300e+04
3.000000000000000000e+01,8.787866400000000400e+04,8.782921579290479700e+04,8.792811220709521100e+04
3.100000000000000000e+01,8.795429499999999800e+04,8.790716580747805700e+04,8.800142419252193900e+04
3.200000000000000000e+01,8.825893899999999800e+04,8.820966610691901600e+04,8.830821189308098100e+04
3.300000000000000000e+01,8.782455100000000700e+04,8.777402063426100400e+04,8.787508136573901000e+04
3.400000000000000000e+01,8.782836699999999800e+04,8.777027170928938700e+04,8.788646229071061000e+04
3.500000000000000000e+01,8.853475100000000400e+04,8.848850481445532900e+04,8.858099718554467800e+04
3.600000000000000000e+01,8.850130800000000500e+04,8.845328853431226200e+04,8.854932746568774700e+04
3.700000000000000000e+01,8.839626200000000200e+04,8.834183894639054800e+04,8.845068505360945700e+04
3.800000000000000000e+01,8.832688499999999500e+04,8.827779018960142300e+04,8.837597981039856700e+04
3.900000000000000000e+01,8.841067800000000000e+04,8.836481560042907900e+04,8.845654039957092000e+04
4.000000000000000000e+01,8.785566199999999700e+04,8.780941050315326700e+04,8.790191349684672600e+04
4.100000000000000000e+01,8.807969299999999900e+04,8.803090361812592900e+04,8.812848238187407000e+04
4.200000000000000000e+01,8.796150299999999700e+04,8.791671208992700800e+04,8.800629391007298500e+04
4.300000000000000000e+01,8.846855400000000400e+04,8.842197867814244800e+04,8.851512932185755900e+04
4.400000000000000000e+01,8.840452999999999900e+04,8.835647663383427400e+04,8.845258336616572300e+04
4.500000000000000000e+01,8.816645399999999800e+04,8.811840291238078500e+04,8.821450508761921100e+04
4.600000000000000000e+01,8.824929300000000500e+04,8.820235618992144000e+04,8.829622981007857000e+04
4.700000000000000000e+01,8.812378900000000400e+04,8.807730977192478900e+04,8.817026822807522000e+04
4.800000000000000000e+01,8.871214200000000700e+04,8.866353665763152800e+04,8.876074734236848600e+04
4.900000000000000000e+01,8.905325000000000000e+04,8.900911117388181400e+04,8.909738882611818600e+04
5.000000000000000000e+01,8.885630199999999600e+04,8.881155611869038000e+04,8.890104788130961200e+04
5.100000000000000000e+01,8.917732300000000400e+04,8.912983334543644700e+04,8.922481265456356000e+04
5.200000000000000000e+01,8.922788499999999500e+04,8.918458444690074200e+04,8.927118555309924700e+04
5.300000000000000000e+01,8.948032399999999300e+04,8.943283008008508500e+04,8.952781791991490200e+04
5.400000000000000000e+01,8.993108900000000700e+04,8.988564045573255900e+04,8.997653754426745600e+04
5.500000000000000000e+01,8.973048399999999700e+04,8.968672040939229200e+04,8.977424759060770200e+04
5.600000000000000000e+01,8.973371700000000400e+04,8.969080842372916200e+04,8.977662557627084600e+04
5.700000000000000000e+01,8.940469299999999900e+04,8.935680588058907600e+04,8.945258011941092300e+04
5.800000000000000000e+01,8.959697699999999900e+04,8.955619714224034400e+04,8.963775685775965400e+04
5.900000000000000000e+01,8.977065799999999600e+04,8.972055309011173100e+04,8.982076290988826100e+04
6.000000000000000000e+01,9.026551900000000000e+04,9.022196613621692800e+04,9.030907186378307200e+04
6.100000000000000000e+01,8.986685300000000300e+04,8.982036012638484000e+04,8.991334587361516600e+04
6.200000000000000000e+01,9.009899300000000200e+04,9.005674207659583800e+04,9.014124392340416700e+04
6.300000000000000000e+01,9.018660199999999900e+04,9.014390300567404500e+04,9.022930099432595300e+04
6.400000000000000000e+01,9.008643200000000100e+04,9.004203086377045800e+04,9.013083313622954300e+04
6.500000000000000000e+01,9.020329700000000600e+04,9.015764398558731800e+04,9.024895001441269400e+04
6.600000000000000000e+01,9.047963899999999600e+04,9.043595574183882900e+04,9.052332225816116300e+04
6.700000000000000000e+01,9.035153800000000000e+04,9.030618706580255800e+04,9.039688893419744300e+04
6.800000000000000000e+01,9.020388000000000500e+04,9.015871916319051500e+04,9.024904083680949400e+04
6.900000000000000000e+01,9.038074099999999500e+04,9.033952814655074300e+04,9.042195385344924600e+04
7.000000000000000000e+01,9.033298799999999800e+04,9.029161488146254900e+04,9.037436111853744700e+04
7.100000000000000000e+01,9.011113000000000500e+04,9.006960084266895100e+04,9.015265915733105800e+04
7.200000000000000000e+01,8.984528200000000700e+04,8.980483908580408000e+04,8.988572491419593300e+04
7.300000000000000000e+01,8.993548799999999800e+04,8.989385581704312100e+04,8.997712018295687400e+04
7.400000000000000000e+01,8.965713199999999800e+04,8.961622206889868500e+04,8.969804193110131000e+04
7.500000000000000000e+01,8.919401799999999600e+04,8.915218319109310700e+04,8.923585280890688600e+04
7.600000000000000000e+01,8.967218399999999400e+04,8.962903589549289600e+04,8.971533210450709200e+04
7.700000000000000000e+01,9.001149000000000500e+04,8.996898683178339000e+04,9.005399316821662100e+04
7.800000000000000000e+01,9.016656799999999900e+04,9.012276320395187900e+04,9.021037279604811900e+04
7.900000000000000000e+01,9.015289400000000000e+04,9.011022367603844000e+04,9.019556432396156000e+04
8.000000000000000000e+01,9.026217999999999300e+04,9.021980832023879300e+04,9.030455167976119300e+04
8.100000000000000000e+01,9.033600900000000500e+04,9.029174251677522300e+04,9.038027548322478800e+04
8.200000000000000000e+01,9.016423600000000400e+04,9.012261215704937100e+04,9.020585984295063800e+04
8.300000000000000000e+01,9.003125900000000500e+04,8.998914615612867100e+04,9.007337184387134000e+04
8.400000000000000000e+01,9.007646799999999300e+04,9.003545635013072800e+04,9.011747964986925900e+04
8.500000000000000000e+01,9.003263700000000200e+04,8.999080343409100900e+04,9.007447056590899600e+04
8.600000000000000000e+01,8.994020500000000200e+04,8.989790258023644900e+04,8.998250741976355500e+04
8.700000000000000000e+01,8.993395100000000100e+04,8.989071083603109600e+04,8.997719116396890600e+04
8.800000000000000000e+01,9.024765799999999600e+04,9.020675403236066600e+04,9.028856196763932500e+04
8.900000000000000000e+01,9.023239400000000000e+04,9.018928365613949400e+04,9.027550434386050600e+04
9.000000000000000000e+01,9.038487500000000000e+04,9.034296246081680900e+04,9.042678753918319100e+04
9.100000000000000000e+01,9.015845900000000300e+04,9.011670512101141500e+04,9.020021287898859000e+04
9.200000000000000000e+01,9.038688899999999600e+04,9.034540699127966900e+04,9.042837100872032200e+04
9.300000000000000000e+01,9.053470600000000600e+04,9.049057309898379000e+04,9.057883890101622100e+04
9.400000000000000000e+01,9.044349300000000200e+04,9.039800211545918100e+04,9.048898388454082300e+04
9.500000000000000000e+01,9.031464999999999400e+04,9.027156936570821600e+04,9.035773063429177300e+04
9.600000000000000000e+01,9.032652199999999700e+04,9.028390792818320900e+04,9.036913607181678500e+04
9.700000000000000000e+01,9.064340900000000000e+04,9.060015185173394300e+04,9.068666614826605700e+04
9.800000000000000000e+01,9.085408400000000300e+04,9.081007925297966000e+04,9.089808874702034500e+04
9.900000000000000000e+01,9.032832399999999300e+04,9.028358316524700800e+04,9.037306483475297900e+04
1.000000000000000000e+02,9.030627599999999800e+04,9.026063437877476100e+04,9.035191762122523500e+04
1.010000000000000000e+02,9.080876900000000000e+04,9.076552350769155600e+04,9.085201449230844400e+04
1.020000000000000000e+02,9.047873799999999800e+04,9.043548789938259900e+04,9.052198810061739600e+04
1.030000000000000000e+02,9.058272400000000200e+04,9.054087299576659300e+04,9.062457500423341100e+04
1.040000000000000000e+02,9.051610300000000300e+04,9.047358076819850200e+04,9.055862523180150300e+04
1.050000000000000000e+02,9.021018700000000500e+04,9.016261157622990100e+04,9.025776242377010900e+04
1.060000000000000000e+02,9.041884799999999800e+04,9.037356776063687000e+04,9.046412823936312600e+04
1.070000000000000000e+02,9.030982700000000500e+04,9.026582184661924800e+04,9.035383215338076100e+04
1.080000000000000000e+02,9.038577599999999800e+04,9.034175153350959600e+04,9.042980046649040000e+04
1.090000000000000000e+02,9.035577800000000600e+04,9.031137354008531800e+04,9.040018245991469300e+04
